Criterio Gastos;Criterio ingresos Edison;Fecha;Prestador Servicio;  Labor  ; Clasificaci„n Labores ;  Tractor ;  Lugar  ;  Cultivo  ;  Sector  ;  Orden/report  ;  Chofer  ;  Tractor  ;  Producto  ;  Veces  ;Cantidad;  Unid.  ;  Unitario  ;  Neto  ;  iva  ;  Total  ;  A Empresa  ;  Factura  ; Factura ;
  Massai Casta_o 1 MaÍzAplic. Pesticidas ; Brice_oCasta_o 1 MaÍzAplic. Pesticidas ;30-10-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; MaÍz ;;;;;;1;0,3;  ha  ;20.500;6.150;1.169;7.319;  Massai  ;;; ok 
  Massai Casta_o 1 AjÍAplic. Herbicida ; Brice_oCasta_o 1 AjÍAplic. Herbicida ;16-10-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 1  ; AjÍ ;;;;;;1;2;  ha  ;20.500;41.000;7.790;48.790;  Massai  ;;; ok 
  Massai Casta_o 1 AjÍAplic. Pesticidas ; Brice_oCasta_o 1 AjÍAplic. Pesticidas ;15-11-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; AjÍ ;;;;;;1;5;  ha  ;20.500;102.500;19.475;121.975;  Massai  ;;; ok 
  Massai Casta_o 2Apio 17Aplic. Pesticidas ; Brice_oCasta_o 2Apio 17Aplic. Pesticidas ;06-10-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 2 ; Apio 17 ;;;;;;1;5;  ha  ;20.000;100.000;19.000;119.000;  Massai  ;;; ok 
  Massai Casta_o 2MaÍzAplic. Herbicida ; Brice_oCasta_o 2MaÍzAplic. Herbicida ;30-10-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 2 ; MaÍz ;;;;;;1;0,3;  ha  ;20.000;6.000;1.140;7.140;  Massai  ;;; ok 
  Massai Casta_o 2MaÍzAplic. Pesticidas ; Brice_oCasta_o 2MaÍzAplic. Pesticidas ;30-10-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 2 ; MaÍz ;;;;;;1;0,3;  ha  ;20.000;6.000;1.140;7.140;  Massai  ;;; ok 
  Massai San JorgeApio 17Arriendo Maquinarias ; Brice_oSan JorgeApio 17Arriendo Maquinarias ;22-09-17;Brice_o;  retroescavadora  ;Arriendo Maquinarias;; San Jorge ; Apio 17 ;;;;;;1;4;  hrs  ;13.000;52.000;9.880;61.880;  Massai  ;;;
  Massai La FortunaApio 17Aplic. Pesticidas ; Brice_oLa FortunaApio 17Aplic. Pesticidas ;03-10-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Apio 17 ;;;;;;1;4;  ha  ;25.000;100.000;19.000;119.000;  Massai  ;;;
  Massai La FortunaMaÍzAplic. Herbicida ; Brice_oLa FortunaMaÍzAplic. Herbicida ;28-10-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; La Fortuna ; MaÍz ;;;;;;1;0,6;  ha  ;25.000;15.000;2.850;17.850;  Massai  ;;; ok 
  Massai La FortunaMaÍzAplic. Pesticidas ; Brice_oLa FortunaMaÍzAplic. Pesticidas ;28-10-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; MaÍz ;;;;;;1;0,6;  ha  ;25.000;15.000;2.850;17.850;  Massai  ;;; ok 
  Massai San JorgeMaÍzAplic. Herbicida ; Brice_oSan JorgeMaÍzAplic. Herbicida ;30-10-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; MaÍz ;;;;;;1;0,3;  ha  ;20.000;6.000;1.140;7.140;  Massai  ;;; ok 
  Massai San JorgeMaÍzAplic. Pesticidas ; Brice_oSan JorgeMaÍzAplic. Pesticidas ;30-10-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; MaÍz ;;;;;;1;0,3;  ha  ;20.000;6.000;1.140;7.140;  Massai  ;;; ok 
 ValcamLlay llayAjÍ 18Rastraje ; Brice_oLlay llayAjÍ 18Rastraje ;01-11-17;Brice_o;  Rastraje   ;Rastraje;; Llay llay ; AjÍ 18 ;;373;;;;2;5;  ha   ;25.000;250.000;47.500;297.500; Valcam ;;;
 ValcamLlay llayAjÍ 18Aradura ; Brice_oLlay llayAjÍ 18Aradura ;01-11-17;Brice_o;ST;Aradura;; Llay llay ; AjÍ 18 ;;373;;;;2;5;  ha   ;51.000;510.000;96.900;606.900; Valcam ;;;
 ValcamLlay llayAjÍ 18Rotovator sin melga ; Brice_oLlay llayAjÍ 18Rotovator sin melga ;01-11-17;Brice_o;  Rotovator s/melga   ;Rotovator sin melga;; Llay llay ; AjÍ 18 ;;373;;;;1;5;  ha   ;60.000;300.000;57.000;357.000; Valcam ;;;
 ValcamLlay llayAjÍ 18Abonado ; Brice_oLlay llayAjÍ 18Abonado ;01-11-17;Brice_o;  Abonador c/trompo  ; Abonado ;; Llay llay ; AjÍ 18 ;;373;;;;1;5;  ha   ;20.500;102.500;;102.500; Valcam ;;;
 ValcamLlay llayAjÍ 18Rotovator con melga ; Brice_oLlay llayAjÍ 18Rotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Llay llay ; AjÍ 18 ;;373;;;;1,7;5;  ha   ;60.000;510.000;96.900;606.900; Valcam ;;;
 ValcamLlay llayAjÍ 18Aplic. Herbicida ; Brice_oLlay llayAjÍ 18Aplic. Herbicida ;01-11-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; AjÍ 18 ;;373;;;;1;5;  ha   ;20.500;102.500;19.475;121.975; Valcam ;;;
 ValcamLlay llayFlores 18Otros ; Brice_oLlay llayFlores 18Otros ;01-11-17;Brice_o;  Nivelar  ; Otros ;; Llay llay ; Flores 18 ;;374;;;;3;1,6;  hrs  ;16.000;76.800;14.592;91.392; Valcam ;;;
 ValcamLlay llayFlores 18Aradura ; Brice_oLlay llayFlores 18Aradura ;01-11-17;Brice_o;ST;Aradura;; Llay llay ; Flores 18 ;;374;;;;1;1,6;  ha  ;51.000;81.600;15.504;97.104; Valcam ;;;
 ValcamLlay llayFlores 18Rastraje ; Brice_oLlay llayFlores 18Rastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Flores 18 ;;374;;;;1;1,6;  ha  ;25.000;40.000;7.600;47.600; Valcam ;;;
 ValcamLlay llayFlores 18Abonado ; Brice_oLlay llayFlores 18Abonado ;01-11-17;Brice_o;  Aplic abono  ; Abonado ;; Llay llay ; Flores 18 ;;374;;;;1;1,6;  ha  ;25.000;40.000;7.600;47.600; Valcam ;;;
 ValcamLlay llayFlores 18Rastraje ; Brice_oLlay llayFlores 18Rastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Flores 18 ;;374;;;;1;1,6;  ha  ;2.500;4.000;760;4.760; Valcam ;;;
 ValcamLlay llayFlores 18Rotovator con melga ; Brice_oLlay llayFlores 18Rotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Llay llay ; Flores 18 ;;374;;;;1;1,6;  ha  ;60.000;96.000;18.240;114.240; Valcam ;;;
 ValcamLlay llayFlores 18Acequiar ; Brice_oLlay llayFlores 18Acequiar ;01-11-17;Brice_o;Acequiar;Acequiar;; Llay llay ; Flores 18 ;;374;;;;1;1,6;  ha  ;8.000;12.800;;12.800; Valcam ;;;
 ValcamLlay llayMaravilla 18Otros ; Brice_oLlay llayMaravilla 18Otros ;01-11-17;Brice_o;  Nivelar   ; Otros ;; Llay llay ; Maravilla 18 ;;376;;;;1,5;0,5;  hrs  ;16.000;12.000;2.280;14.280; Valcam ;;;
 ValcamLlay llayMaravilla 18Aradura ; Brice_oLlay llayMaravilla 18Aradura ;01-11-17;Brice_o;ST;Aradura;; Llay llay ; Maravilla 18 ;;376;;;;1;0,5;  ha  ;51.000;25.500;4.845;30.345; Valcam ;;;
 ValcamLlay llayMaravilla 18Rastraje ; Brice_oLlay llayMaravilla 18Rastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Maravilla 18 ;;376;;;;1;0,5;  ha  ;25.000;12.500;2.375;14.875; Valcam ;;;
 ValcamLlay llayMaravilla 18Aplic. Herbicida ; Brice_oLlay llayMaravilla 18Aplic. Herbicida ;01-11-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Maravilla 18 ;;376;;;;1;0,5;  ha  ;20.500;10.250;1.948;12.198; Valcam ;;;
 ValcamLlay llayMaravilla 18Rastraje ; Brice_oLlay llayMaravilla 18Rastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Llay llay ; Maravilla 18 ;;376;;;;1;0,5;  ha  ;25.000;12.500;2.375;14.875; Valcam ;;;
 ValcamLlay llayMaravilla 18Rotovator con melga ; Brice_oLlay llayMaravilla 18Rotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Llay llay ; Maravilla 18 ;;376;;;;1;0,5;  ha  ;60.000;30.000;5.700;35.700; Valcam ;;;
 ValcamLlay llayFlores 18Rastraje ; Brice_oLlay llayFlores 18Rastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Llay llay ; Flores 18 ;;377;;;;1;0,3;  ha  ;25.000;7.500;1.425;8.925; Valcam ;;;
 ValcamLlay llayFlores 18Aradura ; Brice_oLlay llayFlores 18Aradura ;01-11-17;Brice_o;ST;Aradura;; Llay llay ; Flores 18 ;;377;;;;1;0,3;  ha  ;51.000;15.300;2.907;18.207; Valcam ;;;
 ValcamLlay llayFlores 18Rastraje ; Brice_oLlay llayFlores 18Rastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Flores 18 ;;377;;;;1;0,3;  ha  ;25.000;7.500;1.425;8.925; Valcam ;;;
 ValcamLlay llayFlores 18Abonado ; Brice_oLlay llayFlores 18Abonado ;01-11-17;Brice_o;  Abonador c/trompo  ; Abonado ;; Llay llay ; Flores 18 ;;377;;;;1;0,3;  ha  ;20.500;6.150;;6.150; Valcam ;;;
 ValcamLlay llayFlores 18Rotovator con melga ; Brice_oLlay llayFlores 18Rotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Llay llay ; Flores 18 ;;377;;;;1;0,3;  ha  ;60.000;18.000;3.420;21.420; Valcam ;;;
  Massai San JorgeRastraje ; Brice_oSan JorgeRastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; San Jorge ;;;388;;6;;1;16,2;  ha  ;25.000;405.000;76.950;481.950;  Massai  ;;;
  Massai San JorgeAplicaci„n ; Brice_oSan JorgeAplicaci„n ;01-11-17;Brice_o;Aplic. Pesticidas; Aplicaci„n ;; San Jorge ;;;388;;6;;1;16,2;  ha  ;20.500;332.100;63.099;395.199;  Massai  ;;;
  Massai San JorgeRastraje ; Brice_oSan JorgeRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; San Jorge ;;;388;;6;;1;16,2;  ha  ;25.000;405.000;76.950;481.950;  Massai  ;;;
  Massai San JorgeRotovator con melga ; Brice_oSan JorgeRotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; San Jorge ;;;388;;6;;1;16,2;  ha  ;60.000;972.000;184.680;1.156.680;  Massai  ;;;
  Massai San JorgeRastraje ; Brice_oSan JorgeRastraje ;08-11-17;Brice_o;  rastraje   ;Rastraje;; San Jorge ;;;386;;  2-3-4-5-6-7  ;;1;17,2;  ha  ;25.000;430.000;81.700;511.700;  Massai  ;;;
  Massai San JorgeAradura ; Brice_oSan JorgeAradura ;08-11-17;Brice_o;ST;Aradura;; San Jorge ;;;386;;  2-3-4-5-6-7  ;;1;18,2;  ha  ;51.000;928.200;176.358;1.104.558;  Massai  ;;;
  Massai San JorgeRastraje ; Brice_oSan JorgeRastraje ;08-11-17;Brice_o;  rastraje  ;Rastraje;; San Jorge ;;;386;;  2-3-4-5-6-7  ;;1;19,2;  ha  ;25.000;480.000;91.200;571.200;  Massai  ;;;
  Massai San JorgeMelgado ; Brice_oSan JorgeMelgado ;08-11-17;Brice_o;  melga riego por surco  ;Melgado;; San Jorge ;;;386;;  2-3-4-5-6-7  ;;1;20,2;  ha  ;60.000;1.212.000;230.280;1.442.280;  Massai  ;;;
  Massai San JorgeAcequiar ; Brice_oSan JorgeAcequiar ;08-11-17;Brice_o;Acequiar;Acequiar;; San Jorge ;;;386;;  2-3-4-5-6-7  ;;1;21,2;  ha  ;8.000;169.600;;169.600;  Massai  ;;;
  Rodrigo Martinez Llay LlayApioRastraje ; Brice_oLlay LlayApioRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Llay Llay ; Apio ;;378;;6;;2;6;  ha  ;25.000;300.000;57.000;357.000;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioAradura ; Brice_oLlay LlayApioAradura ;01-11-17;Brice_o;  arado  ;Aradura;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;62.000;372.000;70.680;442.680;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioRastraje ; Brice_oLlay LlayApioRastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;25.000;150.000;28.500;178.500;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioAplic. Guano ; Brice_oLlay LlayApioAplic. Guano ;01-11-17;Brice_o;  aplicaci„n guano  ;Aplic. Guano;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;50.000;300.000;57.000;357.000;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioRastraje ; Brice_oLlay LlayApioRastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;25.000;150.000;28.500;178.500;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioAplic. Pesticidas ; Brice_oLlay LlayApioAplic. Pesticidas ;01-11-17;Brice_o;  Aplic. Insecticidas  ; Aplic. Pesticidas ;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;20.500;123.000;23.370;146.370;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioRastraje ; Brice_oLlay LlayApioRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;25.000;150.000;28.500;178.500;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioMelgado ; Brice_oLlay LlayApioMelgado ;01-11-17;Brice_o;  melga con encamador   ;Melgado;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;60.000;360.000;68.400;428.400;  Rodrigo Martinez  ;;;
  Rodrigo Martinez Llay LlayApioAcequiar ; Brice_oLlay LlayApioAcequiar ;01-11-17;Brice_o;Acequiar;Acequiar;; Llay Llay ; Apio ;;378;;6;;1;6;  ha  ;8.000;48.000;;48.000;  Rodrigo Martinez  ;;;
  Massai La FortunaRastraje ; Brice_oLa FortunaRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; La Fortuna ;;;387;;6;;1;4,5;  ha  ;25.000;112.500;21.375;133.875;  Massai  ;;;
  Massai La FortunaAplicaci„n ; Brice_oLa FortunaAplicaci„n ;01-11-17;Brice_o;Aplic. Pesticidas; Aplicaci„n ;; La Fortuna ;;;387;;6;;1;4,5;  ha  ;20.500;92.250;17.528;109.778;  Massai  ;;;
  Massai La FortunaRastraje ; Brice_oLa FortunaRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; La Fortuna ;;;387;;6;;1;4,5;  ha  ;25.000;112.500;21.375;133.875;  Massai  ;;;
  Massai La FortunaRotovator con mezcla ; Brice_oLa FortunaRotovator con mezcla ;01-11-17;Brice_o;  rotovator con mezcla   ; Rotovator con mezcla ;; La Fortuna ;;;387;;6;;1;4,5;  ha  ;60.000;270.000;51.300;321.300;  Massai  ;;;
  Rodrigo Martinez Llay LlayArriendo Maquinarias ; Brice_oLlay LlayArriendo Maquinarias ;01-11-17;Brice_o;  retroescavadora  ;Arriendo Maquinarias;; Llay Llay ;;;;;6;;1;15;  hrs  ;17.000;255.000;48.450;303.450;  Rodrigo Martinez  ;;;
  Massai La FortunaRastraje ; Brice_oLa FortunaRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; La Fortuna ;;;;;6;;1;4,5;  ha  ;25.000;112.500;21.375;133.875;  Massai  ;;;
  Massai La FortunaAplicaci„n ; Brice_oLa FortunaAplicaci„n ;01-11-17;Brice_o;Aplic. Pesticidas; Aplicaci„n ;; La Fortuna ;;;;;6;;1;4,5;  ha  ;20.500;92.250;17.528;109.778;  Massai  ;;;
  Massai La FortunaRastraje ; Brice_oLa FortunaRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; La Fortuna ;;;;;6;;1;4,5;  ha  ;25.000;112.500;21.375;133.875;  Massai  ;;;
  Massai La FortunaRotovator con mezcla ; Brice_oLa FortunaRotovator con mezcla ;01-11-17;Brice_o;  rotovator con mezcla   ; Rotovator con mezcla ;; La Fortuna ;;;;;6;;1;4,5;  ha  ;60.000;270.000;51.300;321.300;  Massai  ;;;
  Massai La FortunaSoyaAradura ; Brice_oLa FortunaSoyaAradura ;01-11-17;Brice_o;  cincel   ;Aradura;; La Fortuna ; Soya ;;391;;;;2;0,5;  ha  ;25.000;25.000;4.750;29.750;  Massai  ;;;
  Massai La FortunaSoyaAradura ; Brice_oLa FortunaSoyaAradura ;01-11-17;Brice_o;ST;Aradura;; La Fortuna ; Soya ;;391;;;;1;0,5;  ha  ;51.000;25.500;4.845;30.345;  Massai  ;;;
  Massai La FortunaSoyaRotovator sin melga ; Brice_oLa FortunaSoyaRotovator sin melga ;01-11-17;Brice_o;  rotovator para regar con cinta   ;Rotovator sin melga;; La Fortuna ; Soya ;;391;;;;1;0,5;  ha  ;60.000;30.000;5.700;35.700;  Massai  ;;;
  Massai La FortunaSoyaAradura ; Brice_oLa FortunaSoyaAradura ;01-11-17;Brice_o;ST;Aradura;; La Fortuna ; Soya ;;392;;;;1;4;  ha  ;51.000;204.000;38.760;242.760;  Massai  ;;;
  Massai La FortunaSoyaRastraje ; Brice_oLa FortunaSoyaRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; La Fortuna ; Soya ;;392;;;;1;4;  ha  ;25.000;100.000;19.000;119.000;  Massai  ;;;
  Massai La FortunaSoyaMelgado ; Brice_oLa FortunaSoyaMelgado ;01-11-17;Brice_o;  melga con riego   ;Melgado;; La Fortuna ; Soya ;;392;;;;1;4;  ha  ;20.500;82.000;15.580;97.580;  Massai  ;;;
  Massai La FortunaSoyaAcequiar ; Brice_oLa FortunaSoyaAcequiar ;01-11-17;Brice_o;Acequiar;Acequiar;; La Fortuna ; Soya ;;392;;;;1;4;  ha  ;8.000;32.000;;32.000;  Massai  ;;;
 ValcamCaballosAplic. Herbicida ; Brice_oCaballosAplic. Herbicida ;01-11-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Caballos ;;;395;;2;;1;1;  ha  ;20.500;20.500;3.895;24.395; Valcam ;;;
 ValcamCaballosRastraje ; Brice_oCaballosRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Caballos ;;;395;;2;;2;1;  ha  ;25.000;50.000;9.500;59.500; Valcam ;;;
 ValcamCaballosAradura ; Brice_oCaballosAradura ;01-11-17;Brice_o;  arado vertedera  ;Aradura;; Caballos ;;;395;;2;;1;1;  ha  ;65.000;65.000;12.350;77.350; Valcam ;;;
 ValcamCaballosRastraje ; Brice_oCaballosRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Caballos ;;;395;;2;;2;1;  ha  ;25.000;50.000;9.500;59.500; Valcam ;;;
 ValcamCaballosAradura ; Brice_oCaballosAradura ;01-11-17;Brice_o;  arado de disco   ;Aradura;; Caballos ;;;395;;2;;1;1;  ha  ;62.000;62.000;11.780;73.780; Valcam ;;;
 ValcamCaballosRastraje ; Brice_oCaballosRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Caballos ;;;395;;2;;1;1;  ha  ;25.000;25.000;4.750;29.750; Valcam ;;;
 ValcamCaballosAplicaci„n ; Brice_oCaballosAplicaci„n ;01-11-17;Brice_o;Aplic. Pesticidas; Aplicaci„n ;; Caballos ;;;395;;2;;1;1;  ha  ;20.500;20.500;3.895;24.395; Valcam ;;;
 ValcamCaballosAbonado ; Brice_oCaballosAbonado ;01-11-17;Brice_o;  Abonador c/trompo  ; Abonado ;; Caballos ;;;395;;2;;1;1;  ha  ;20.500;20.500;;20.500; Valcam ;;;
 ValcamCaballosRastraje ; Brice_oCaballosRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Caballos ;;;395;;2;;1;1;  ha  ;25.000;25.000;4.750;29.750; Valcam ;;;
 ValcamCaballosRotovator con melga ; Brice_oCaballosRotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Caballos ;;;395;;2;;1;1;  ha  ;60.000;60.000;11.400;71.400; Valcam ;;;
 ValcamCaballosAcequiar ; Brice_oCaballosAcequiar ;01-11-17;Brice_o;Acequiar;Acequiar;; Caballos ;;;395;;2;;1;1;  ha  ;8.000;8.000;;8.000; Valcam ;;;
 ValcamCollaoRastraje ; Brice_oCollaoRastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Collao ;;;394;;7;;2;3,5;  ha  ;25.000;175.000;33.250;208.250; Valcam ;;;
 ValcamCollaoAradura ; Brice_oCollaoAradura ;01-11-17;Brice_o;ST;Aradura;; Collao ;;;394;;7;;1;3,5;  ha  ;51.000;178.500;33.915;212.415; Valcam ;;;
 ValcamCollaoAradura ; Brice_oCollaoAradura ;01-11-17;Brice_o;  arado  ;Aradura;; Collao ;;;394;;7;;1;3,5;  ha  ;62.000;217.000;41.230;258.230; Valcam ;;;
 ValcamCollaoRastraje ; Brice_oCollaoRastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Collao ;;;394;;7;;2;3,5;  ha  ;25.000;175.000;33.250;208.250; Valcam ;;;
 ValcamCollaoRotovator con melga ; Brice_oCollaoRotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Collao ;;;394;;7;;1;3,5;  ha  ;60.000;210.000;39.900;249.900; Valcam ;;;
 ValcamPocochayRastraje ; Brice_oPocochayRastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Pocochay ;;;397;;6;;2;3,5;  ha  ;25.000;175.000;33.250;208.250; Valcam ;;;
 ValcamPocochayAradura ; Brice_oPocochayAradura ;01-11-17;Brice_o;ST;Aradura;; Pocochay ;;;397;;6;;1;3,5;  ha  ;51.000;178.500;33.915;212.415; Valcam ;;;
 ValcamPocochayRastraje ; Brice_oPocochayRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Pocochay ;;;397;;6;;2;3,5;  ha  ;25.000;175.000;33.250;208.250; Valcam ;;;
 ValcamPocochayAradura ; Brice_oPocochayAradura ;01-11-17;Brice_o;  arado  ;Aradura;; Pocochay ;;;397;;6;;1;3,5;  ha  ;62.000;217.000;41.230;258.230; Valcam ;;;
 ValcamPocochayRastraje ; Brice_oPocochayRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Pocochay ;;;397;;6;;1;3,5;  ha  ;25.000;87.500;16.625;104.125; Valcam ;;;
 ValcamPocochayAbonado ; Brice_oPocochayAbonado ;01-11-17;Brice_o;  Trompo con Abono  ;Abonado;; Pocochay ;;;397;;6;;1;3,5;  ha  ;20.500;71.750;13.633;85.383; Valcam ;;;
 ValcamPocochayAplic. Pesticidas ; Brice_oPocochayAplic. Pesticidas ;01-11-17;Brice_o;  Aplicaci„n insecticida   ;Aplic. Pesticidas;; Pocochay ;;;397;;6;;1;3,5;  ha  ;20.500;71.750;13.633;85.383; Valcam ;;;
 ValcamPocochayRastraje ; Brice_oPocochayRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Pocochay ;;;397;;6;;1;3,5;  ha  ;25.000;87.500;16.625;104.125; Valcam ;;;
 ValcamPocochayRotovator con melga ; Brice_oPocochayRotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Pocochay ;;;397;;6;;1;3,5;  ha  ;60.000;210.000;39.900;249.900; Valcam ;;;
 ValcamPocochayMaÍzRastraje ; Brice_oPocochayMaÍzRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Pocochay ; MaÍz ;;396;;7;;2;1,5;  ha  ;25.000;75.000;14.250;89.250; Valcam ;;;
 ValcamPocochayMaÍzAradura ; Brice_oPocochayMaÍzAradura ;01-11-17;Brice_o;ST;Aradura;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;51.000;76.500;14.535;91.035; Valcam ;;;
 ValcamPocochayMaÍzRastraje ; Brice_oPocochayMaÍzRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Pocochay ; MaÍz ;;396;;7;;2;1,5;  ha  ;25.000;75.000;14.250;89.250; Valcam ;;;
 ValcamPocochayMaÍzAradura ; Brice_oPocochayMaÍzAradura ;01-11-17;Brice_o;  arado  ;Aradura;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;62.000;93.000;17.670;110.670; Valcam ;;;
 ValcamPocochayMaÍzRastraje ; Brice_oPocochayMaÍzRastraje ;01-11-17;Brice_o;  rastraje  ;Rastraje;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;25.000;37.500;7.125;44.625; Valcam ;;;
 ValcamPocochayMaÍzAplic. Pesticidas ; Brice_oPocochayMaÍzAplic. Pesticidas ;01-11-17;Brice_o;  Aplic. Insecticidas  ; Aplic. Pesticidas ;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;20.500;30.750;5.843;36.593; Valcam ;;;
 ValcamPocochayMaÍzRastraje ; Brice_oPocochayMaÍzRastraje ;01-11-17;Brice_o;  rastraje   ;Rastraje;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;25.000;37.500;7.125;44.625; Valcam ;;;
 ValcamPocochayMaÍzRotovator con melga ; Brice_oPocochayMaÍzRotovator con melga ;01-11-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;60.000;90.000;17.100;107.100; Valcam ;;;
 ValcamPocochayMaÍzOtros ; Brice_oPocochayMaÍzOtros ;01-11-17;Brice_o;  Rayar gaspardo  ; Otros ;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;;  -   ;  -   ;  -   ; Valcam ;;;
 ValcamPocochayMaÍzAplic. Herbicida ; Brice_oPocochayMaÍzAplic. Herbicida ;01-11-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;20.500;30.750;5.843;36.593; Valcam ;;;
 ValcamPocochayMaÍzMelgado ; Brice_oPocochayMaÍzMelgado ;01-11-17;Brice_o;  melga para riego  ;Melgado;; Pocochay ; MaÍz ;;396;;7;;1;1,5;  ha  ;;  -   ;  -   ;  -   ; Valcam ;;;
  Massai San JorgeOtros ; Brice_oSan JorgeOtros ;26-10-17;Brice_o;  Rayar para siembra hembra  ; Otros ;; San Jorge ;;;;;1;;1;1,5;  hrs  ;;  -   ;  -   ;  -   ;  Massai  ;;;
