Bodega;PRODUCTO;CLASIFICACION;ING. ACTIVO;Fecha Ingreso;Cantidad;n¡ Guia;Saldo;Unid.;Fechas Salida;Cantidad;Saldo;Empresa;Lugar;Cultivo;Sector; N¡ Guia  ; Valor Unit ; $ salida ; $ stock ;X;
San Jorge;Nitrato de Potasio;Fertilizantes;;;;;1625;kg;21-02-17;750;0;;;;;;650;487500; - ;;
San Jorge;Nitrato de Potasio;Fertilizantes;;04-07-17;400;;400;kg;;;400;;;;;;650;0;260.000;;
San Jorge;Nitrato de Potasio;Fertilizantes;;05-07-17;875;;1275;kg;;;1275;Massai;Devolucion;;;;650;0;828.750;;
San Jorge;Nitrato de Potasio;Fertilizantes;;;;;1275;kg;14-07-17;400;875;Valcam ;Llay Llay;Br—coli 18;;;650;260000;568.750;;
San Jorge;Nitrato de Potasio;Fertilizantes;;;;;875;kg;02-09-17;25;850;Valcam;Pocochay;Lavanda;;;650;16250;552.500;;
San Jorge;Nitrato de Potasio;Fertilizantes;;;;;850;kg;18-11-17;25;825;Valcam ;Pocochay;Lavanda;;282;650;16250;536.250;;
San Jorge;Nitrato de Potasio;Fertilizantes;;;;;825;kg;28-11-17;100;725;Rosario Fernandez;La Ligua;Flores;;292;650;65000;471.250;;
San Jorge;Nitrato de Potasio;Fertilizantes;;;;;725;kg;16-12-17;375;350;Valcam ;Llay Llay;Cebolla 18;;380;650;243750;227.500;;
San Jorge;Nitrato de Potasio;Fertilizantes;;;;;350;kg;29-01-18;25;325;Victor Collao ;La Calera;Marigold ;;698;650;16250;211.250;x;
San Jorge;Nitro 25;Abonos Foliares;;18-01-17;1020;;1020;lts;02-03-17;9;1011;Gonzalo Gonzalez;San Pedro;Apio 17;;;460;4140;465.060;;
San Jorge;Nitro 25;Abonos Foliares;;25-07-17;360;;1371;lts;;;1371;;;;;;460;0;630.660;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1371;lts;25-04-17;20;1351;Valcam;Llay Llay;Apio 17;;;460;9200;621.460;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1351;lts;03-05-17;3;1348;Victor Collao;La Calera;Apio 17;;;460;1380;620.080;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1348;lts;16-05-17;20;1328;Ricardo Vasquez;Catemu;Apio 17;;;460;9200;610.880;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1328;lts;16-05-17;20;1308;Valcam;Llay Llay;Apio 17;;;460;9200;601.680;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1308;lts;31-05-17;0,75;1307,25;Valcam;Pocochay;Lavanda;;;460;345;601.335;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1307,25;lts;03-06-17;20;1287,25;Valcam;Llay Llay;Apio 17;;;460;9200;592.135;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1287,25;lts;09-06-17;80;1207,25;Valcam;Llay Llay;Apio 17;;;460;36800;555.335;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1207,25;lts;29-06-17;200;1007,25;Valcam;Llay Llay;Apio 17;;;460;92000;463.335;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1007,25;lts;30-06-17;20;987,25;Ricardo Vasquez;Catemu;Apio 17;;;460;9200;454.135;;
San Jorge;Nitro 25;Abonos Foliares;;;;;987,25;lts;01-07-17;6;981,25;Valcam Zamora (curas);Pocochay;Apio 17;;;460;2760;451.375;;
San Jorge;Nitro 25;Abonos Foliares;;;;;981,25;lts;03-07-17;2;979,25;Valcam;Poncho Celeste;Apio 17;;;460;920;450.455;;
San Jorge;Nitro 25;Abonos Foliares;;;;;979,25;lts;06-07-17;20;959,25;Jaime Arancibia;Nogales;Apio 17;;;460;9.200;441.255;;
San Jorge;Nitro 25;Abonos Foliares;;;;;959,25;lts;18-07-17;20;939,25;Ricardo Vasquez;Catemu;Apio 17;;;460;9200;432.055;;
San Jorge;Nitro 25;Abonos Foliares;;;;;939,25;lts;21-07-17;60;879,25;Valcam;Llay Llay;Apio 17;;;460;27600;404.455;;
San Jorge;Nitro 25;Abonos Foliares;;;;;879,25;lts;05-08-17;140;739,25;Valcam ;Llay Llay;Apio 17;;;460;64400;340.055;;
San Jorge;Nitro 25;Abonos Foliares;;;;;739,25;lts;05-08-17;30;709,25;Ricardo Vasquez;Catemu;Apio 17;;;460;13800;326.255;;
San Jorge;Nitro 25;Abonos Foliares;;;;;709,25;lts;07-08-17;1;708,25;Valcam Zamora;Allende;Apio 17;;;460;460;325.795;;
San Jorge;Nitro 25;Abonos Foliares;;;;;708,25;lts;21-08-17;15;693,25;Valcam Zamora;Pocochay;Apio 17;;;460;6900;318.895;;
San Jorge;Nitro 25;Abonos Foliares;;;;;693,25;lts;21-08-17;8,4;684,85;Valcam Zamora;Allende;Apio 17;;;460;3864;315.031;;
San Jorge;Nitro 25;Abonos Foliares;;;;;684,85;lts;21-08-17;5;679,85;Valcam Zamora;Allende;Apio 17;;;460;2300;312.731;;
San Jorge;Nitro 25;Abonos Foliares;;;;;679,85;lts;23-08-17;2;677,85;Valcam;San Jorge;Apio 17;;;460;920;311.811;;
San Jorge;Nitro 25;Abonos Foliares;;;;;677,85;lts;23-08-17;2,5;675,35;Valcam;Collao;Apio 17;;;460;1150;310.661;;
San Jorge;Nitro 25;Abonos Foliares;;;;;675,35;lts;02-09-17;40;635,35;Valcam;Llay Llay;Apio 17;;;460;18.400;292.261;;
San Jorge;Nitro 25;Abonos Foliares;;;;;635,35;lts;05-09-17;35,6;599,75;Valcam ;Catemu;Apio 17;;;460;16376;275.885;;
San Jorge;Nitro 25;Abonos Foliares;;;;;599,75;lts;08-09-17;7,5;592,25;Nelson Zamora;Sta Olga;Apio 17;;;460;3450;272.435;;
San Jorge;Nitro 25;Abonos Foliares;;;;;592,25;lts;08-09-17;7,5;584,75;Valcam;Pocochay;Apio 17;;;460;3450;268.985;;
San Jorge;Nitro 25;Abonos Foliares;;;;;584,75;lts;11-09-17;10;574,75;Valcam;Poncho Celeste;Apio 17;;;460;4600;264.385;;
San Jorge;Nitro 25;Abonos Foliares;;;;;574,75;lts;12-09-17;25;549,75;Jaime Arancibia;Nogales;Apio 17;;;460;11.500;252.885;;
San Jorge;Nitro 25;Abonos Foliares;;;;;549,75;lts;13-09-17;15;534,75;Ricardo Vasquez;Catemu;Apio 17;;;460;6900;245.985;;
San Jorge;Nitro 25;Abonos Foliares;;;;;534,75;lts;13-09-17;2,5;532,25;Valcam;Collao;Apio 17;;;460;1150;244.835;;
San Jorge;Nitro 25;Abonos Foliares;;;;;532,25;lts;14-09-17;3;529,25;Nelson Zamora;San Felipe;Apio 17;;;460;1380;243.455;;
San Jorge;Nitro 25;Abonos Foliares;;;;;529,25;lts;15-09-17;22;507,25;Ricardo Vasquez;Catemu;Apio 17;;;460;10120;233.335;;
San Jorge;Nitro 25;Abonos Foliares;;;;;507,25;lts;09-09-17;7;500,25;Massai;Prestamo ;;;;460;3220;230.115;;
San Jorge;Nitro 25;Abonos Foliares;;;;;500,25;lts;25-09-17;20;480,25;Calisario;Prestamo ;Apio 17;;;460;9200;220.915;;
San Jorge;Nitro 25;Abonos Foliares;;;;;480,25;lts;27-09-17;6;474,25;Marco Arangue;Raut_n;Apio 17;;;460;2760;218.155;;
San Jorge;Nitro 25;Abonos Foliares;;;;;474,25;lts;02-10-17;5;469,25;Victor Collao;Hijuelas;Apio 17;;;460;2300;215.855;;
San Jorge;Nitro 25;Abonos Foliares;;;;;469,25;lts;02-10-17;85;384,25;Valcam;Catemu;Apio 17;;;460;39100;176.755;;
San Jorge;Nitro 25;Abonos Foliares;;;;;384,25;lts;10-10-17;2;382,25;Valcam ;Pocochay;Flores;;;460;920;175.835;;
San Jorge;Nitro 25;Abonos Foliares;;;;;382,25;lts;12-10-17;6;376,25;Marco Arangue;Raut_n;Apio 17;;;460;2760;173.075;;
San Jorge;Nitro 25;Abonos Foliares;;;;;376,25;lts;13-10-17;25;351,25;Ricardo Vasquez;Catemu;Apio 17;;;460;11500;161.575;;
San Jorge;Nitro 25;Abonos Foliares;;;;;351,25;lts;20-10-17;1,5;349,75;Valcam;Collao;Marigold;;;460;690;160.885;;
San Jorge;Nitro 25;Abonos Foliares;;;;;349,75;lts;04-11-17;10;339,75;Valcam;Llay Llay;Flores 18;;;460;4600;156.285;;
San Jorge;Nitro 25;Abonos Foliares;;;;;339,75;lts;04-11-17;4;335,75;Valcam;Llay Llay;Flores 18;;;460;1840;154.445;;
San Jorge;Nitro 25;Abonos Foliares;;;;;335,75;lts;04-11-17;6;329,75;Valcam;Llay Llay;Bodega;;;460;2760;151.685;;
San Jorge;Nitro 25;Abonos Foliares;;;;;329,75;lts;10-11-17;20;309,75;Ricardo Vasquez;Catemu;Apio 18;;;460;9200;142.485;;
San Jorge;Nitro 25;Abonos Foliares;;;;;309,75;lts;13-11-17;20;289,75;Nelson Zamora;Olmu_;Zapallo ;;;460;9200;133.285;;
San Jorge;Nitro 25;Abonos Foliares;;16-11-17;1240;;1529,75;lts;09-12-17;40;1489,75;Rodrigo martinez;Llay Llay;Acelga 18;;371;460;18400;685.285;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1489,75;lts;15-01-18;20;1469,75;Ricardo Vasquez;Catemu;Apio 18;;671;460;9200;676.085;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1469,75;lts;30-01-18;29,75;1440;cuadratura bodega ;;P_rdida;;;460;13685;662.400;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1440;lts;20-02-18;20;1420;Valcam;Olmu_;Apio 18;;639;460;9200;653.200;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1440;lts;13-02-18;6;1434;Rodrigo martinez;Llay Llay;Apio 18;;629;460;2760;659.640;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1420;lts;08-03-18;9;1411;Juan Almonte ;Llay Llay;Apio 18;;714;460;4140;649.060;;
San Jorge;Nitro 25;Abonos Foliares;;;;;1434;lts;08-03-18;6;1428;Nelson Zamora;Olmu_;Apio 18;;718;460;2760;656.880;x;
San Jorge;Mulch;Polietilenos;;13-09-16;17;;17;Rollos;13-09-16;4;13;Rosario Fernandez;La Ligua;Flores;;;1;4;13;;
San Jorge;Mulch;Polietilenos;;;;;13;Rollos;13-09-16;5;8;Valcam Zamora;Allende;Cosmos;;;1;5;8;;
San Jorge;Mulch;Polietilenos;;;;;8;Rollos;13-09-16;2;6;Norfa Gomez;La Ligua;Flores;;;1;2;6;;
San Jorge;Mulch;Polietilenos;;;;;6;Rollos;15-09-16;4;2;Valcam Zamora;Allende;Flores;;;1;4;2;;
San Jorge;Mulch;Polietilenos;;;;;2;Rollos;08-10-16;1;1;Valcam;San Jorge;Celosia;;;1;1;1;;
San Jorge;Mulch;Polietilenos;;;;;1;Rollos;13-10-16;1;0;Valcam;San Jorge;Celosia;;;1;1; - ;;
San Jorge;Mulch;Polietilenos;;18-10-16;1;;1;Rollos;18-10-16;1;0;Valcam;San Jorge;Celosia;;;1;1; - ;;
San Jorge;mulch;Polietilenos;;28-10-16;1;;;Rollos;28-10-16;1;0;Valcam;San Jorge;Gallardia;prestamo massai;;1;1; - ;0;
San Jorge;OASIS Bio;Abonos Foliares;;19-11-16;40;;;;19-11-16;40;0;;;;;;1;40; - ;0;
San Jorge;OROBOR;Insecticidas;;31-01-17;3,1;;;lts;31-01-17;3,1;0;Valcam;San Jorge;Flores;prestamo  de massai;;6500;20150; - ;0;
San Jorge;Protek ;Insecticidas;;13-12-17;20;711878;20;lts;16-12-17;9;11;Valcam ;Llay Llay;Aj’ 18;;381;18000;162000;198.000;;
San Jorge;Protek ;Insecticidas;;;;;11;lts;20-12-17;6;5;Nelson Zamora;Olmu_;Aj’ 17;;320;18000;108000;90.000;;
San Jorge;Protek ;Insecticidas;;;;;5;lts;22-01-18;5;0;Valcam ;Llay Llay;Aj’ 18;;684;18000;90000; - ;0;
San Jorge;Phylium;Abonos Foliares;;05-12-16;20;;20;lts;06-12-16;4,8;15,2;Valcam;Allende;flores;;;6970;33456;105.944;;
San Jorge;Phylium;Abonos Foliares;;;;;15,2;lts;07-12-16;1;14,2;Valcam;San Jorge;Flores;;;6970;6970;98.974;;
San Jorge;Phylium;Abonos Foliares;;;;;14,2;lts;05-12-16;1;13,2;Valcam;San Jorge;Flores;;;6970;6970;92.004;;
San Jorge;Phylium;Abonos Foliares;;;;;13,2;lts;17-12-16;13,2;0;Valcam;llay llay;Tomate 17;;;6970;92004; - ;;
San Jorge;Phylium;Abonos Foliares;;30-12-16;1;;1;lts;30-12-16;1;0;Valcam;San Jorge;Flores;;;6970;6970; - ;0;
San Jorge;Protectox;Abonos Foliares;;04-01-17;40;;40;lts;06-01-17;20;20;Valcam;Llay Llay;Apio 17;;;6800;136000;136.000;;
San Jorge;Protectox;Abonos Foliares;;;;;20;lts;13-01-17;20;0;Valcam;Catemu;brocoli;;;6800;136000; - ;;
San Jorge;Protectox;Abonos Foliares;;08-02-17;100;;100;lts;27-02-17;20;80;Valcam;Llay Llay;Apio 17;;;6800;136000;544.000;;
San Jorge;Protectox;Abonos Foliares;;;2;;82;lts;02-03-17;4,5;77,5;Gonzalo Gonzalez;San Pedro;Apio 17;;;6800;30600;527.000;;
San Jorge;Protectox;Abonos Foliares;;;;;77,5;lts;03-03-17;8,4;69,1;Valcam;Llay Llay;Colchina 17;;;6800;57120;469.880;;
San Jorge;Protectox;Abonos Foliares;;;;;69,1;lts;03-03-17;9,1;60;Valcam;Catemu;brocoli;;;6800;61880;408.000;;
San Jorge;Protectox;Abonos Foliares;;;;;60;lts;04-03-17;5;55;Victor Collao;La Calera;Apio 17;;;6800;34000;374.000;;
San Jorge;Protectox;Abonos Foliares;;;;;55;lts;06-03-17;22;33;Valcam;Llay Llay;Apio 17;;;6800;149600;224.400;;
San Jorge;Protectox;Abonos Foliares;;;;;33;lts;08-03-17;13;20;Juan Gonzalez;San Pedro;Apio 17;;;6800;88400;136.000;;
San Jorge;Protectox;Abonos Foliares;;;;;20;lts;08-03-17;20;0;Calisario;Llay Llay;Flores 17;;;6800;136000; - ;;
San Jorge;Protectox;Abonos Foliares;;18-05-17;100;;100;lts;03-06-17;20;80;Valcam;Llay Llay;Apio 17;;;6800;136000;544.000;;
San Jorge;Protectox;Abonos Foliares;;;;;80;lts;01-07-17;3;77;Valcam Zamora (curas);Pocochay;Apio 17;;;6800;20400;523.600;;
San Jorge;Protectox;Abonos Foliares;;;;;77;lts;03-07-17;1;76;Valcam;Poncho Celeste;Apio 17;;;6800;6800;516.800;;
San Jorge;Protectox;Abonos Foliares;;;;;76;lts;10-08-17;20;56;Valcam;Catemu;Apio 17;;;6800;136000;380.800;;
San Jorge;Protectox;Abonos Foliares;;;;;56;lts;21-08-17;2;54;Nelson Zamora;San Felipe;Apio 17;;;6800;13600;367.200;;
San Jorge;Protectox;Abonos Foliares;;;;;54;lts;23-08-17;0,5;53,5;Valcam;Collao;Apio 17;;;6800;3400;363.800;;
San Jorge;Protectox;Abonos Foliares;;;;;53,5;lts;29-08-17;13,5;40;Valcam;Catemu;Apio 17;;;6800;91800;272.000;;
San Jorge;Protectox;Abonos Foliares;;;;;40;lts;04-09-17;8,5;31,5;Pedro Henriquez;Llay Llay;Apio 17;;;6.800;57.800;214.200;;
San Jorge;Protectox;Abonos Foliares;;;;;31,5;lts;05-09-17;11,5;20;Valcam;Catemu;Apio 17;;;6800;78200;136.000;;
San Jorge;Protectox;Abonos Foliares;;;;;20;lts;11-09-17;2;18;Valcam;Poncho Celeste;Apio 17;;;6800;13600;122.400;;
San Jorge;Protectox;Abonos Foliares;;;;;18;lts;13-09-17;5;13;Ricardo Vasquez;Catemu;Apio 17;;;6800;34000;88.400;;
San Jorge;Protectox;Abonos Foliares;;;;;13;lts;13-09-17;1,5;11,5;Valcam;Pocochay;Flores;;;6800;10200;78.200;;
San Jorge;Protectox;Abonos Foliares;;;;;11,5;lts;13-09-17;0,5;11;Valcam;Collao;Apio 17;;;6800;3400;74.800;;
San Jorge;Protectox;Abonos Foliares;;;;;11;lts;14-09-17;2;9;Nelson Zamora;San Felipe;Apio 17;;;6800;13600;61.200;;
San Jorge;Protectox;Abonos Foliares;;05-06-17;2;;2;kg;06-06-17;2;0;Valcam;Llay Llay;Kale 18;;;63150;126300; - ;;
San Jorge;Protectox;Abonos Foliares;;27-09-17;7,7;;7,7;kg;27-09-17;2;5,7;Marco Arangue;Raut_n;Apio 17;;;63150;126300;359.955;;
San Jorge;Protectox;Abonos Foliares;;;;;5,7;kg;02-10-17;3;2,7;Victor Collao;Hijuelas;Apio 17;;;63150;189450;170.505;;
San Jorge;Protectox;Abonos Foliares;;;;;2,7;kg;02-10-17;2,7;0;Valcam;Catemu;Apio 17;;;63150;170505; - ;0;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;18-01-17;83;;;lts;;;83;;;;;;5200;0;431.600;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;04-02-17;2;;85;lts;;;85;;;;;;5200;0;442.000;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;17-03-17;6;;91;lts;;;91;;;;;;5200;0;473.200;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;24-03-17;30;;121;lts;;;121;;;;;;5200;0;629.200;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;121;lts;02-05-17;3;118;Calisario;Llay Llay;Flores 17;;;5200;15600;613.600;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;118;lts;30-06-17;2;116;Valcam ;Llay Llay;Kale 18;;;5200;10400;603.200;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;116;lts;30-06-17;1;115;Valcam;Llay Llay;Br—coli 18;;;5200;5200;598.000;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;115;lts;18-08-17;1;114;Valcam;Llay Llay;Br—coli 18;;;5200;5200;592.800;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;114;lts;04-09-17;1;113;Valcam;Llay Llay;Br—coli 18;;;5200;5.200;587.600;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;113;lts;22-09-17;1;112;Valcam;llay llay;Br—coli 18;;;5200;5.200;582.400;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;112;lts;04-11-17;2;110;Valcam;llay llay;Tomate 18;;;5200;10.400;572.000;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;110;lts;13-10-17;1;109;Valcam ;llay llay;Br—coli 18;;;5200;5.200;566.800;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;109;lts;16-11-17;3;106;Valcam ;llay llay;Aj’ 18;;;5200;15.600;551.200;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;106;lts;24-11-17;0,7;105,3;Valcam ;Collao;;;289;5200;3.640;547.560;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;105,3;lts;06-12-17;0,045;105,255;Nelson Zamora;Sta Olga;Flores 18;;360;5200;234;547.326;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;105,255;lts;20-12-17;2;103,255;Nelson Zamora;Olmu_;Tomate;;322;5200;10.400;536.926;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;103,255;lts;20-12-17;2,2;101,055;Valcam ;llay llay;Tomate 18;;323;5200;11.440;525.486;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;101,055;lts;20-12-17;2;99,055;Valcam ;llay llay;Colchina 18;;324;5200;10.400;515.086;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;99,055;lts;28-12-17;1;98,055;Valcam ;llay llay;Cebolla 18;;334;5200;5.200;509.886;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;98,055;lts;03-01-18;2;96,055;Nelson Zamora;Olmu_;Tomate ;;651;5200;10.400;499.486;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;96,055;lts;08-01-18;4;92,055;Valcam ;Llay Llay;Aj’ 18;;658;5200;20.800;478.686;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;92,055;lts;12-01-18;1;91,055;Valcam ;Catemu;Apio 18;;387;5200;5.200;473.486;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;91,055;lts;15-01-18;3;88,055;Nelson Zamora;Olmu_;Apio 18;;389;5200;15.600;457.886;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;88,055;lts;18-01-17;2;86,055;Valcam ;Llay Llay;Colchina 17;;392;5200;10.400;447.486;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;86,055;lts;18-01-18;20;66,055;Valcam ;Llay Llay;Cebolla 18;;392;5200;104.000;343.486;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;30-01-18;16,945;cuadratura bodega ;83;lts;;;83;;;;;;5200; - ;431.600;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;83;lts;05-02-18;31;52;Nelson Zamora;Olmu_;Aj’ 17;;607;5200;161.200;270.400;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;52;lts;07-02-18;1;51;Valcam;Catemu;Apio 18;;613;5200;5.200;265.200;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;52;lts;20-02-18;3;49;Valcam;Olmu_;Apio 18;;639;5201;15.603;254.849;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;49;lts;21-02-18;2;47;Luis Rodriguez;Llay Llay;Apio 18;;643;5202;10.404;244.494;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;47;lts;22-02-18;3;44;Nelson Zamora;Olmu_;Apio 18;;718;5202;15.606;228.888;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;44;lts;21-03-18;5;39;Valcam;Llay Llay;Apio 18;;741;5202;26.010;202.878;;
San Jorge;Retenol;Adherente, Coay. y HumeC.;aceite de pino;;;;39;lts;24-03-18;9;30;Marco Arangue;Raut_n;Apio 18;;743;5202;46.818;156.060;x;
San Jorge;Strepto Plus ;Fungicidas;;30-11-17;4;;4;KG;02-12-17;2;2;Valcam ;llay llay;Cebolla 18;;306;45770;91.540;91.540;;
San Jorge;Strepto Plus ;Fungicidas;;;;;0;KG;08-12-17;2;-2;Valcam ;llay llay;Cebolla 18;;369;45770;91.540;-91.540;;
San Jorge;Strepto Plus ;Fungicidas;;30-01-18;2;cuadratura bodega ;0;KG;;;0;;;;;;;;;0;
San Jorge;Stimulate;Abonos Foliares;;22-12-16;4;;;lts;22-12-16;4;0;Valcam;Llay Llay;Apio 17;;;8000;32000; - ;;
San Jorge;Stimulate;Abonos Foliares;;02-02-17;1;;;lts;02-02-17;1;0;Valcam;Allende;Aj’ 17;Prestamo de Massai;;8000;8000; - ;;
San Jorge;Stimulate;Abonos Foliares;;08-03-18;3;1152358;3;lts;10-03-18;3;0;Valcam;Ventura;Apio 18;;724;8000;8000; - ;0;
San Jorge;Sustento ;Estimulantes ;;15-11-17;460;;460;lts;22-11-17;20;440;Nelson Zamora;Olmu_;Espinaca ;;286;3090;61800;1.359.600;;
San Jorge;Sustento ;Estimulantes ;;;;;440;lts;04-12-17;20;420;Juan Gonzalez;San Pedro;Apio 18;;353;3090;61800;1.297.800;;
San Jorge;Sustento ;Estimulantes ;;;;;420;lts;18-12-17;20;400;Rodrigo martinez;Llay Llay;Apio 18;;383;3090;61800;1.236.000;;
San Jorge;Sustento ;Estimulantes ;;;;;400;lts;20-12-17;20;380;Nelson Zamora;Olmu_;Aj’ 17;;;3090;61800;1.174.200;;
San Jorge;Sustento ;Estimulantes ;;;;;380;lts;20-12-17;20;360;Valcam ;Llay Llay;Tomate 18;;323;3090;61800;1.112.400;;
San Jorge;Sustento ;Estimulantes ;;;;;360;lts;22-12-17;1,5;358,5;Valcam ;Collao;Flores;;331;3090;4635;1.107.765;;
San Jorge;Sustento ;Estimulantes ;;;;;358,5;lts;22-12-17;1,5;357;Valcam ;Los Caballos;Flores;;331;3090;4635;1.103.130;;
San Jorge;Sustento ;Estimulantes ;;;;;357;lts;22-12-17;3;354;Nelson Zamora;San Felipe;Flores;;331;3090;9270;1.093.860;;
San Jorge;Sustento ;Estimulantes ;;;;;354;lts;03-01-18;30;324;Luis Rodriguez;Llay Llay;Apio 18;;342;3090;92700;1.001.160;;
San Jorge;Sustento ;Estimulantes ;;;;;324;lts;03-01-18;4;320;Ventura ;Catemu 1;Apio 18;;343;3090;12360;988.800;;
San Jorge;Sustento ;Estimulantes ;;;;;320;lts;08-01-18;20;300;Valcam ;Llay Llay;Tomate 18;;658;3090;61800;927.000;;
San Jorge;Sustento ;Estimulantes ;;;;;300;lts;13-01-18;20;280;Ventura ;Catemu;Apio 18;;668;3090;61800;865.200;;
San Jorge;Sustento ;Estimulantes ;;;;;280;lts;13-01-18;20;260;Orlando Araya ;Catemu;Apio 18;;669;3090;61800;803.400;;
San Jorge;Sustento ;Estimulantes ;;;;;260;lts;15-01-18;20;240;Valcam ;Llay Llay;Apio 18;;386;3090;61800;741.600;;
San Jorge;Sustento ;Estimulantes ;;;;;240;lts;15-01-18;20;220;Nelson Zamora;Olmu_;Tomate ;;389;3090;61800;679.800;;
San Jorge;Sustento ;Estimulantes ;;;;;220;lts;16-01-18;20;200;Nelson Zamora;Olmu_;Apio 18;;390;3090;61800;618.000;;
San Jorge;Sustento ;Estimulantes ;;;;;200;lts;16-01-18;60;140;Felipe Bustamente ;Romeral;Apio 18;;391;3090;185400;432.600;;
San Jorge;Sustento ;Estimulantes ;;;;;140;lts;18-01-18;20;120;Valcam ;Llay Llay;Colchina 18;;392;3090;61800;370.800;;
San Jorge;Sustento ;Estimulantes ;;;;;120;lts;19-01-18;60;60;Luis Rodriguez;Llay Llay;Apio 18;;674;3090;185400;185.400;;
San Jorge;Sustento ;Estimulantes ;;;;;60;lts;20-01-18;6;54;Juan Almonte ;Llay Llay;Apio 18;;723;3090;18540;166.860;;
San Jorge;Sustento ;Estimulantes ;;;;;54;lts;22-01-18;40;14;Marco Arangue;Raut_n;Apio 18;;678;3090;123600;43.260;;
San Jorge;Sustento ;Estimulantes ;;;;;14;lts;20-01-18;10;4;Agrolider;Llay Llay;Apio 18;;722;3090;30900;12.360;x;
San Jorge;Sulfato de magnesio;Fertilizantes;;29-07-17;25;;25;kg;29-07-16;2;23;Valcam;Catemu;Apio 17;;;450;900;10.350;;
San Jorge;Sulfato de magnesio;Fertilizantes;;;;;23;kg;01-08-16;2;21;Rodrigo martinez;Pocochay;Apio 17;;;450;900;9.450;;
San Jorge;Sulfato de magnesio;Fertilizantes;;;;;21;kg;17-08-16;6;15;Rodrigo martinez;Pocochay;Apio 17;;;450;2700;6.750;;
San Jorge;Sulfato de magnesio;Fertilizantes;;;;;15;kg;17-08-16;2;13;Rodrigo martinez;Pocochay;Apio 17;;;450;900;5.850;;
San Jorge;Sulfato de magnesio;Fertilizantes;;;;;13;kg;22-08-16;6;7;Gonzalo Gonzalez;San Pedro;Apio 17;;;450;2700;3.150;;
San Jorge;Sulfato de magnesio;Fertilizantes;;;23;;30;kg;22-08-16;30;0;Valcam;Catemu;Apio 17;;;450;13500; - ;;
San Jorge;Sulfato de magnesio;Fertilizantes;;;6;;6;kg;25-08-16;6;0;Valcam;Catemu;Apio 17;;;450;2700; - ;;
