Bodega;PRODUCTO;CLASIFICACION;ING. ACTIVO;Fecha Ingreso;Cantidad;n¡ Guia;Saldo;Unid.;Fechas Salida;Cantidad;Saldo;Empresa;Lugar;Cultivo;Sector; N¡ Guia  ; Valor Unit ; $ salida ; $ stock ;X;
San Jorge;Goldazim;Fungicidas;;25-10-17;6;;6;lts;26-10-17;1;5;Brice–o;Llay Llay;bodega;;;10250;10250;51.250;;
San Jorge;Goldazim;Fungicidas;;;;;5;lts;07-11-17;5;0;Brice–o;Olmu_;Espinaca;;;10250;51250; - ;;
San Jorge;Goldazim;Fungicidas;;15-11-17;5;;5;lts;15-11-17;1;4;Brice–o;Llay Llay;Apio 18;;;10250;10250;41.000;;
San Jorge;Goldazim;Fungicidas;;;;;4;lts;14-11-17;0,1;3,9;Brice–o;Catemu;Apio 18;;;10250;1025;39.975;;
San Jorge;Goldazim;Fungicidas;;;;;3,9;lts;29-11-17;1;2,9;Brice–o;Prestamo ;;;;10250;10250;29.725;;
San Jorge;Goldazim;Fungicidas;;;;;2,9;lts;29-11-17;1;1,9;Brice–o;Llay Llay;Apio 18;;;10250;10250;19.475;;
San Jorge;Goldazim;Fungicidas;;30-11-17;30;;31,9;lts;02-12-17;25;6,9;Brice–o;Llay Llay;Tomate 18;;306;10250;256250;70.725;;
San Jorge;Goldazim;Fungicidas;;;;;6,9;lts;18-11-17;1;5,9;Brice–o;Llay Llay;Apio 18;;307;10250;10250;60.475;;
San Jorge;Goldazim;Fungicidas;;;;;5,9;lts;06-12-17;2;3,9;Brice–o;Llay Llay;Apio 18;;359;10250;20500;39.975;;
San Jorge;Goldazim;Fungicidas;;30-01-18;0,3;cuadratura bodega ;4,2;lts;;;;Brice–o;;;;;;;;x;
San Jorge;Herbadox;Herbicidas;;;6;;6;lts;06-07-16;6;0;Brice–o;Allende;Apio 16;;;11980;71880; - ;;
San Jorge;Herbadox;Herbicidas;;11-08-16;50;;50;lts;13-08-16;12;38;Brice–o;Pocochay;Kale;;;11980;143760;455.240;;
San Jorge;Herbadox;Herbicidas;;;;;38;lts;17-08-16;10;28;Brice–o;San Pedro;Kale;;;11980;119800;335.440;;
San Jorge;Herbadox;Herbicidas;;11-08-16;;;28;lts;13-08-16;28;0;Brice–o;Llay Llay;Kale 17;;;11980;335440; - ;;
San Jorge;Herbadox;Herbicidas;;13-09-16;106;;106;lts;13-09-16;80;26;Brice–o;Llay Llay;Tomate 17;;;11980;958400;311.480;;
San Jorge;Herbadox;Herbicidas;;;;;26;lts;30-09-16;9;17;Brice–o;Catemu;Coliflor;;;11980;107820;203.660;;
San Jorge;Herbadox;Herbicidas;;;;;17;lts;23-09-16;4;13;Brice–o;Nogales;Brocoli;prestamo;;11980;47920;155.740;;
San Jorge;Herbadox;Herbicidas;;;;;13;lts;05-12-16;3;10;Brice–o;Allende;Aj’ 17;;;11980;35940;119.800;;
San Jorge;Herbadox;Herbicidas;;;;;10;lts;27-12-16;5;5;Brice–o;Llay Llay;Colchina 17;;;11980;59900;59.900;;
San Jorge;Herbadox;Herbicidas;;;;;5;lts;03-01-17;3;2;Brice–o;Catemu;Colchina;;;11980;35940;23.960;;
San Jorge;Herbadox;Herbicidas;;16-12-16;270;;270;lts;12-01-17;24;246;Brice–o;llay llay;Colchina 17;;;11980;287520;2.947.080;;
San Jorge;Herbadox;Herbicidas;;;;;246;lts;21-01-17;52;194;Brice–o;llay llay;Apio 17;;;11980;622960;2.324.120;;
San Jorge;Herbadox;Herbicidas;;;;;194;lts;21-01-17;2;192;Brice–o;Llay Llay;Apio 17;;;11980;23960;2.300.160;;
San Jorge;Herbadox;Herbicidas;;;;;192;lts;27-01-17;5;187;Brice–o;La Calera;Apio 17;;;11980;59900;2.240.260;;
San Jorge;Herbadox;Herbicidas;;;;;187;lts;03-02-17;15;172;Brice–o;San Pedro;Apio 17;;;11980;179700;2.060.560;;
San Jorge;Herbadox;Herbicidas;;01-03-17;2;;174;lts;13-02-17;27;147;Brice–o;Llay Llay;Flores 17;;;11980;323460;1.761.060;;
San Jorge;Herbadox;Herbicidas;;;;;147;lts;14-02-17;3;144;Brice–o;Llay Llay;Flores 17;;;11980;35940;1.725.120;;
San Jorge;Herbadox;Herbicidas;;;;;144;lts;15-02-17;6;138;Brice–o;Allende;Apio 17;;;11980;71880;1.653.240;;
San Jorge;Herbadox;Herbicidas;;;;;138;lts;15-02-17;6;132;Brice–o;Pocochay;Apio 17;;;11980;71880;1.581.360;;
San Jorge;Herbadox;Herbicidas;;;;;132;lts;15-02-17;6;126;Brice–o;Allende;Apio 17;;;11980;71880;1.509.480;;
San Jorge;Herbadox;Herbicidas;;;;;126;lts;20-02-17;7;119;Brice–o;Catemu;Apio 17;;;11980;83860;1.425.620;;
San Jorge;Herbadox;Herbicidas;;;;;119;lts;09-02-17;4;115;Brice–o;;Opor;;;11980;47920;1.377.700;;
San Jorge;Herbadox;Herbicidas;;;;;115;lts;23-02-17;23;92;Brice–o;Llay Llay;Apio 17;;;11980;275540;1.102.160;;
San Jorge;Herbadox;Herbicidas;;;;;92;lts;06-03-17;21;71;Brice–o;Llay Llay;Apio 17;;;11980;251580;850.580;;
San Jorge;Herbadox;Herbicidas;;;;;71;lts;16-03-17;48;23;Brice–o;Llay Llay;Apio 17;;;11980;575040;275.540;;
San Jorge;Herbadox;Herbicidas;;;;;23;lts;18-03-17;14;9;Brice–o;Catemu;Apio 17;;;11980;167720;107.820;;
San Jorge;Herbadox;Herbicidas;;;;;9;lts;03-04-17;9;0;Brice–o;prestamo ;;;;11980;107820; - ;;
San Jorge;Herbadox;Herbicidas;;10-05-17;35;;35;lts;10-05-17;2;33;Brice–o;Devolucion;;;;11980;23960;395.340;;
San Jorge;Herbadox;Herbicidas;;;;;33;lts;16-05-17;30;3;Brice–o;Catemu;Apio 17;;;11980;359400;35.940;;
San Jorge;Herbadox;Herbicidas;;05-06-17;20;;23;lts;06-06-17;4,5;18,5;Brice–o;Prestamo ;;;;11980;53910;221.630;;
San Jorge;Herbadox;Herbicidas;;;;;18,5;lts;06-06-17;6;12,5;Brice–o;La Calera;Apio 17;;;11980;71880;149.750;;
San Jorge;Herbadox;Herbicidas;;13-06-17;4,5;;17;lts;19-06-17;15;2;Brice–o;Llay Llay;Apio 17;;;11980;179700;23.960;;
San Jorge;Herbadox;Herbicidas;;;;;2;lts;14-07-17;0,75;1,25;Brice–o;Collao;Apio 17;;;11980;8985;14.975;;
San Jorge;Herbadox;Herbicidas;;;;;1,25;lts;08-08-17;1,25;0;Brice–o;Pocochay;Flores;;;11980;14975; - ;;
San Jorge;Herbadox;Herbicidas;;17-06-18;20;;20;lts;17-02-18;20;0;Brice–o;Llay Llay;Apio 18;;634;11980;239600; - ;;
San Jorge;Herbadox;Herbicidas;;27-02-18;400;2312006;400;lts;27-02-18;20;380;Brice–o;Colina;Apio 18;;648;11980;239600;4.552.400;;
San Jorge;Herbadox;Herbicidas;;07-03-18;200;2380302;580;lts;27-02-18;20;560;Brice–o;Llay Llay;Apio 18;;649;11980;239600;6.708.800;;
San Jorge;Herbadox;Herbicidas;;;;;560;lts;02-03-18;24;536;Brice–o;Llay Llay;Apio 18;;702;11980;287520;6.421.280;;
San Jorge;Herbadox;Herbicidas;;;;;536;lts;02-03-18;21;515;Brice–o;Catemu;Apio 18;;703;11980;251580;6.169.700;;
San Jorge;Herbadox;Herbicidas;;;;;515;lts;03-03-18;6;509;Brice–o;Hijuelas;Apio 18;;705;11980;71880;6.097.820;;
San Jorge;Herbadox;Herbicidas;;;;;509;lts;06-03-18;30;479;Brice–o;Chagre;Apio 18;;709;11980;359400;5.738.420;;
San Jorge;Herbadox;Herbicidas;;;;;479;lts;07-03-18;10;469;Brice–o;Romeral;Apio 18;;711;11980;119800;5.618.620;;
San Jorge;Herbadox;Herbicidas;;;;;469;lts;07-03-18;30;439;Brice–o;Nogales;Apio 18;;712;11980;359400;5.259.220;;
San Jorge;Herbadox;Herbicidas;;;;;439;lts;13-03-18;4,5;434,5;Brice–o;Collao;Apio 18;;728;11980;53910;5.205.310;;
San Jorge;Herbadox;Herbicidas;;;;;434,5;lts;14-03-18;6;428,5;Brice–o;Raut_n;Apio 18;;734;11980;71880;5.133.430;;
San Jorge;Herbadox;Herbicidas;;;;;428,5;lts;19-03-18;40;388,5;Brice–o;Llay Llay;Apio 18;;739;11980;479200;4.654.230;X;
San Jorge;Hurricane ;Insecticidas;;20-12-17;5,25;;5,25;kg;20-12-17;2,75;2,5;Brice–o;Llay Llay;Tomate 18;;323;121200;333300;303.000;;
San Jorge;Hurricane ;Insecticidas;;;;;2,5;kg;15-01-18;2,5;0;Brice–o;Olmu_;Tomate ;;389;121200;303000; - ;0;
San Jorge;KOCIDE;Fungicidas;hidroxido de cobre;04-11-16;30;;30;kg;04-11-16;10;20;Brice–o;Llay Llay;Tomate 17;;;645;6450;12.900;;
San Jorge;KOCIDE;Fungicidas;hidroxido de cobre;;;;20;kg;18-11-16;20;0;Brice–o;Llay Llay;Tomate 17;;;645;12900; - ;;
San Jorge;KOCIDE;Fungicidas;hidroxido de cobre;13-02-17;20;;20;kg;13-02-17;10;10;Brice–o;Catemu;Colchina;;;645;6450;6.450;;
San Jorge;KOCIDE;Fungicidas;hidroxido de cobre;;;;10;kg;14-02-17;10;0;Brice–o;Llay Llay;Colchina 17;;;645;6450; - ;0;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;22-10-16;5;;5;lts;22-10-16;3;2;Brice–o;Llay Llay;Kale 17;;;31474;94422;62.948;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;2;lts;02-11-16;1;1;Brice–o;Catemu;Brocoli;;;31474;31474;31.474;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;1;lts;21-11-16;0,6;0,4;Brice–o;Allende;Flores;;;31474;18884,4;12.590;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;0,4;lts;22-11-16;0,3;0,1;Brice–o;Allende;Flores;;;31474;9442,2;3.147;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;0,1;lts;22-11-16;0,1;0;Brice–o;Allende;Flores;;;31474;3147,4; - ;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;05-01-17;5;;5;lts;05-01-17;2;3;Brice–o;Llay Llay;Tomate 17;;;31474;62948;94.422;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;3;lts;01-02-17;1;2;Brice–o;Llay Llay;Colchina 17;;;31474;31474;62.948;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;2;lts;12-04-17;2;0;Brice–o;Llay Llay;Kale 17;;;31474;62948; - ;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;16-11-17;59;;59;lts;24-11-17;0,6;58,4;Brice–o;Pocochay;Flores;;289;31474;18884,4;1.838.082;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;58,4;lts;08-12-17;1;57,4;Brice–o;Llay Llay;Flores 18;;370;31474;31474;1.806.608;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;57,4;lts;12-12-17;0,15;57,25;Brice–o;Sta Olga;Kale;;310;31474;4721,1;1.801.887;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;57,25;lts;22-12-17;0,3;56,95;Brice–o;Pocochay;Flores;;331;31474;;;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;56,95;lts;22-12-17;0,3;56,65;Brice–o;Los Caballos;Flores ;;331;31474;;;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;56,65;lts;22-12-17;0,3;56,35;Brice–o;San Felipe;Flores ;;331;31474;;;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;56,35;lts;04-01-18;3;53,35;Brice–o;Llay Llay;Flores 18;;654;31474;94422;1.679.138;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;53,35;lts;08-01-18;1;52,35;Brice–o;Olmu_;Maiz;;659;31474;31474;1.647.664;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;52,35;lts;10-01-18;1;51,35;Brice–o;Collao;Miaz;;664;31474;31474;1.616.190;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;51,35;lts;13-01-18;2;49,35;Brice–o;Catemu;Apio 18;;668;31474;62948;1.553.242;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;16-01-18;3;2257846;52,35;lts;16-01-18;4;48,35;Brice–o;Romeral;Apio 18;;391;26145;104580;1.264.111;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;16-01-18;2;2257847;50,35;lts;;;50,35;Brice–o;;;;;26145;0;1.316.401;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;16-01-18;12;2257848;62,35;lts;;;62,35;Brice–o;;;;;26145;0;1.630.141;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;62,35;lts;18-01-18;2;60,35;Brice–o;llay llay;Colchina 18;;392;26145;52290;1.577.851;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;60,35;lts;19-01-18;7;53,35;Brice–o;Llay Llay;Apio 18;;674;26145;183015;1.394.836;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;53,35;lts;22-01-18;1;52,35;Brice–o;prestamo ;;;677;26145;26145;1.368.691;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;52,35;lts;22-01-18;2;50,35;Brice–o;Raut_n;Apio 18;;678;26145;52290;1.316.401;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;50,35;lts;22-01-18;4;46,35;Brice–o;Colina;Apio 18;;679;26145;104580;1.211.821;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;46,35;lts;25-01-18;2;44,35;Brice–o;Llay Llay;Apio 18;;692;26145;52290;1.159.531;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;44,35;lts;26-01-18;1;43,35;Brice–o;Llay Llay;Colchina 18;;695;26145;26145;1.133.386;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;43,35;lts;26-01-18;3;40,35;Brice–o;Llay Llay;Tomate 18;;695;26145;78435;1.054.951;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;30-01-18;3,65;cuadratura bodega ;44;lts;;;44;Brice–o;;;;;26145;0;1.150.380;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;44;lts;02-01-18;2;42;Brice–o;Catemu;Apio 18;;605;26145;52290;1.098.090;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;42;lts;05-02-18;2;40;Brice–o;Llay Llay;Colchina 18;;608;26145;52290;1.045.800;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;40;lts;06-02-18;4;36;Brice–o;Catemu;Apio 18;;610;26145;104580;941.220;;
San Jorge;Karate;Insecticidas;LAMBDACIHALOTRINA;;;;40;lts;20-02-18;3,2;36,8;Brice–o;Olmu_;Apio 18;;639;26146;83667;962.173;x;
San Jorge;Oriol;Insecticidas;;27-08-16;10;;10;lts;27-08-16;10;0;Brice–o;Llay Llay;Kale 17;;;9053;90530; - ;;
San Jorge;Oriol;Insecticidas;;07-09-16;30;;30;lts;07-09-16;30;0;Brice–o;Llay Llay;Apio 17;;;9053;271590; - ;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;0;lts;10-11-17;0,5;-0,5;Brice–o;Collao;Flores;;;11980;5990;-5.990;;
San Jorge;Oriol;Herbicidas;pendametalina;15-11-17;730;;729,5;lts;15-11-17;70;659,5;Brice–o;Llay Llay;Apio 18;;;6008;420560;3.962.276;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;659,5;lts;15-11-17;45;614,5;Brice–o;Rancagua;Apio 18;;;6008;270360;3.691.916;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;614,5;lts;16-11-17;40;574,5;Brice–o;Olmu_;Tomate;;;6008;240320;3.451.596;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;574,5;lts;30-11-17;20;554,5;Brice–o;Llay Llay;Apio 18;;299;6008;120160;3.331.436;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;554,5;lts;01-12-17;20;534,5;Brice–o;Catemu;Apio 18;;303;6008;120160;3.211.276;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;534,5;lts;01-12-17;45;489,5;Brice–o;Romeral;Apio 18;;304;6008;270360;2.940.916;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;489,5;lts;01-12-17;20;469,5;Brice–o;Catemu;Apio 18;;305;6008;120160;2.820.756;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;469,5;lts;04-12-17;20;449,5;Brice–o;Raut_n;Apio 18 ;;351;6008;120160;2.700.596;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;449,5;lts;04-12-17;20;429,5;Brice–o;Catemu;Apio 18;;354;6008;120160;2.580.436;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;429,5;lts;05-12-17;20;409,5;Brice–o;llay llay;Colchina 18;;356;6008;120160;2.460.276;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;409,5;lts;06-12-17;20;389,5;Brice–o;Olmu_;Apio 18;;360;6008;120160;2.340.116;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;389,5;lts;06-12-17;20;369,5;Brice–o;llay llay;Apio 18;;361;6008;120160;2.219.956;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;369,5;lts;09-12-17;45;324,5;Brice–o;Llay Llay;Apio 18;;373;6008;270360;1.949.596;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;324,5;lts;16-12-17;20;304,5;Brice–o;Llay Llay;Apio 18;;374;6008;120160;1.829.436;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;304,5;lts;18-12-17;20;284,5;Brice–o;Sta Olga;Apio 18;;384;6008;120160;1.709.276;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;284,5;lts;21-12-17;20;264,5;Brice–o;Llay Llay;Apio 18;;318;6008;120160;1.589.116;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;264,5;lts;21-12-17;45;219,5;Brice–o;Llay Llay;Apio 18;;327;6008;270360;1.318.756;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;219,5;lts;29-12-17;20;199,5;Brice–o;Catemu 5;Apio 18;;317;6008;120160;1.198.596;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;199,5;lts;02-01-18;5;194,5;Brice–o;Raut_n;Apio 18;;337;6008;30040;1.168.556;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;194,5;lts;02-01-18;4,5;190;Brice–o;Poncho Celeste;Apio 18;;338;6008;27036;1.141.520;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;190;lts;03-01-18;60;130;Brice–o;Colina;Apio 18;;652;11980;718800;1.557.400;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;130;lts;04-01-18;20;110;Brice–o;Romeral;Apio 18;;655;6008;120160;660.880;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;110;lts;09-01-18;20;90;Brice–o;Llay Llay;Apio 18;;660;6008;120160;540.720;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;90;lts;23-01-18;20;70;Brice–o;;Apio 18;;683;6008;120160;420.560;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;70;lts;23-01-18;20;50;Brice–o;Catemu;Apio 18;;685;6008;120160;300.400;;
San Jorge;Oriol;Herbicidas;pendametalina;30-01-18;45;cuadratura bodega ;95;lts;02-02-18;39;56;Brice–o;Catemu;Apio 17;;606;6008;234312;336.448;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;56;lts;09-02-18;40;16;Brice–o;Llay Llay;Apio 18;;619;6008;240320;96.128;;
San Jorge;Oriol;Herbicidas;pendametalina;;;;16;lts;14-02-18;20;-4;Brice–o;Catemu;Apio 18;;628;6008;120160;-24.032;X;
San Jorge;LI700;Adherente, Coay. y HumeC.;fosfatidil colina;30-08-16;0,01;;0,01;lts;30-08-16;0,01;0;Brice–o;Llay Llay;Kale 17;Almacigo;;8900;89; - ;;
San Jorge;LI700;Adherente, Coay. y HumeC.;fosfatidil colina;01-08-16;0,005;;0,005;lts;01-09-16;0,005;0;Brice–o;Llay Llay;Kale 17;Almacigo;;8900;44,5; - ;;
San Jorge;LI700;Adherente, Coay. y HumeC.;fosfatidil colina;17-09-16;2,4;;2,4;lts;17-09-16;2,4;0;Brice–o;Llay Llay;Kale 17;;;8900;21360; - ;0;
San Jorge;Linurex;Herbicidas;;07-07-16;15,5;;;lts;07-07-16;7,5;8;Brice–o;Allende;Apio 17;Ingreso prestamo de massai;;11290;84675;90.320;;
San Jorge;Linurex;Herbicidas;;;8;;;lts;08-07-16;1,5;6,5;Brice–o;Pocochay;Apio 17;;;11290;16935;73.385;;
San Jorge;Linurex;Herbicidas;;;6,5;;;lts;29-07-16;6;0,5;Brice–o;San Pedro;Apio 17;;;11290;67740;5.645;;
San Jorge;Linurex;Herbicidas;;11-08-16;10;;10,5;lts;16-08-16;2;8,5;Brice–o;Allende;Apio 17;;;11290;22580;95.965;;
San Jorge;Linurex;Herbicidas;;;;;8,5;lts;16-08-16;3;5,5;Brice–o;Devolucion;Xpen;;;11290;33870;62.095;;
San Jorge;Linurex;Herbicidas;;12-10-16;15;;15;lts;12-10-16;13;2;Brice–o;Llay Llay;Apio 17;;;11290;146770;22.580;;
San Jorge;Linurex;Herbicidas;;15-10-16;4;;6;lts;15-10-16;6;0;Brice–o;Llay Llay;Apio 17;prestamo de Massai;;11290;67740; - ;;
San Jorge;Linurex;Herbicidas;;17-10-16;4;;4;lts;15-10-16;4;0;Brice–o;Devolucion;Xpen;;;11290;45160; - ;;
San Jorge;Linurex;Herbicidas;;25-10-16;1;;1;lts;25-10-16;1;0;Brice–o;Llay Llay;Apio 17;;;11290;11290; - ;;
San Jorge;Linurex;Herbicidas;;15-11-16;14;;14;lts;15-11-16;14;0;Brice–o;Llay Llay;Apio 17;;;11290;158060; - ;;
San Jorge;Linurex;Herbicidas;;15-11-16;3;;3;lts;15-11-16;3;0;Brice–o;Llay Llay;Apio 17;;;11290;33870; - ;;
San Jorge;Linurex;Herbicidas;;16-11-16;6;;6;lts;16-11-16;3;3;Brice–o;Devolucion;Xpen;;;11290;33870;33.870;;
San Jorge;Linurex;Herbicidas;;12-12-16;15;;18;lts;14-12-16;1;17;Brice–o;Allende;marigold;;;11290;11290;191.930;;
San Jorge;Linurex;Herbicidas;;;;;17;lts;19-12-16;3;14;Brice–o;San Pedro;Apio 17;;;11290;33870;158.060;;
San Jorge;Linurex;Herbicidas;;;;;14;lts;13-01-17;2;12;Brice–o;San Pedro;Apio 17;;;11290;22580;135.480;;
San Jorge;Linurex;Herbicidas;;;;;12;lts;09-02-17;12;0;Brice–o;Llay Llay;Apio 17;;;11290;135480; - ;;
San Jorge;Linurex;Herbicidas;;24-11-17;500;;500;lts;08-12-17;6;494;Brice–o;Llay Llay;Apio 18;;368;11322;67932;5.593.068;;
San Jorge;Linurex;Herbicidas;;;;;494;lts;15-12-17;20;474;Brice–o;Llay Llay;Apio 18;;378;11322;226440;5.366.628;;
San Jorge;Linurex;Herbicidas;;;;;474;lts;21-12-17;5;469;Brice–o;Romeral;Apio 18;;328;11322;56610;5.310.018;;
San Jorge;Linurex;Herbicidas;;;;;469;lts;27-12-17;0,25;468,75;Brice–o;San Jorge;Marigold ;;333;11322;2830,5;5.307.188;;
San Jorge;Linurex;Herbicidas;;;;;468,75;lts;02-01-18;4;464,75;Brice–o;Raut_n;Apio 18;;337;11322;45288;5.261.900;;
San Jorge;Linurex;Herbicidas;;;;;464,75;lts;02-01-18;5;459,75;Brice–o;Llay Llay;Apio 18;;339;11322;56610;5.205.290;;
San Jorge;Linurex;Herbicidas;;;;;459,75;lts;03-01-18;6;453,75;Brice–o;Olmu_;Apio 18;;651;11322;67932;5.137.358;;
San Jorge;Linurex;Herbicidas;;;;;453,75;lts;03-01-18;5;448,75;Brice–o;Catemu;Apio 18;;341;11322;56610;5.080.748;;
San Jorge;Linurex;Herbicidas;;;;;448,75;lts;03-01-18;6;442,75;Brice–o;Catemu;Apio 18;;344;11322;67932;5.012.816;;
San Jorge;Linurex;Herbicidas;;;;;442,75;lts;04-01-18;6;436,75;Brice–o;Llay Llay;Apio 18;;654;11322;67932;4.944.884;;
San Jorge;Linurex;Herbicidas;;;;;436,75;lts;05-01-18;4;432,75;Brice–o;San Pedro;Apio 18;;656;11322;45288;4.899.596;;
San Jorge;Linurex;Herbicidas;;;;;432,75;lts;06-01-18;3;429,75;Brice–o;Sta Olga;Apio 18;;657;11322;33966;4.865.630;;
San Jorge;Linurex;Herbicidas;;;;;429,75;lts;10-01-18;2;427,75;Brice–o;Llay Llay;Flores 18;;663;11322;22644;4.842.986;;
San Jorge;Linurex;Herbicidas;;;;;427,75;lts;10-01-18;1;426,75;Brice–o;Llay Llay;Apio 18;;663;11322;11322;4.831.664;;
San Jorge;Linurex;Herbicidas;;;;;426,75;lts;11-01-18;6;420,75;Brice–o;Llay Llay;Apio 18;;666;11322;67932;4.763.732;;
San Jorge;Linurex;Herbicidas;;;;;420,75;lts;12-01-18;15;405,75;Brice–o;Llay Llay;Apio 18;;667;11322;169830;4.593.902;;
San Jorge;Linurex;Herbicidas;;;;;405,75;lts;13-01-18;4;401,75;Brice–o;Catemu;Apio 18;;668;11322;45288;4.548.614;;
San Jorge;Linurex;Herbicidas;;;;;401,75;lts;13-01-18;20;381,75;Brice–o;Catemu;Apio 18;;670;11322;226440;4.322.174;;
San Jorge;Linurex;Herbicidas;;;;;381,75;lts;18-01-18;1,5;380,25;Brice–o;Sta Olga;Apio 18;;393;11322;16983;4.305.191;;
San Jorge;Linurex;Herbicidas;;;;;380,25;lts;18-01-18;3;377,25;Brice–o;La Hornilla;Apio 18;;394;11322;33966;4.271.225;;
San Jorge;Linurex;Herbicidas;;;;;377,25;lts;18-01-18;4,5;372,75;Brice–o;Olmu_;Apio 18;;395;11322;50949;4.220.276;;
San Jorge;Linurex;Herbicidas;;;;;372,75;lts;18-01-18;7;365,75;Brice–o;Llay Llay;Apio 18;;398;11322;79254;4.141.022;;
San Jorge;Linurex;Herbicidas;;;;;365,75;lts;18-01-18;6;359,75;Brice–o;Llay Llay;Apio 18;;399;11322;67932;4.073.090;;
San Jorge;Linurex;Herbicidas;;;;;359,75;lts;19-01-18;2;357,75;Brice–o;Olmu_;Apio 18;;672;11322;22644;4.050.446;;
San Jorge;Linurex;Herbicidas;;;;;357,75;lts;19-01-18;2,5;355,25;Brice–o;Poncho Celeste;Apio 18;;673;11322;28305;4.022.141;;
San Jorge;Linurex;Herbicidas;;;;;355,25;lts;20-01-18;20;335,25;Brice–o;Colina;Apio 18;;676;11322;226440;3.795.701;;
San Jorge;Linurex;Herbicidas;;;;;335,25;lts;22-01-18;5;330,25;Brice–o;Raut_n;Apio 18;;678;11322;56610;3.739.091;;
San Jorge;Linurex;Herbicidas;;;;;330,25;lts;24-01-18;6;324,25;Brice–o;Catemu;Apio 18;;686;11322;67932;3.671.159;;
San Jorge;Linurex;Herbicidas;;;;;324,25;lts;24-01-18;6;318,25;Brice–o;Catemu 1;Apio 18;;690;11322;67932;3.603.227;;
San Jorge;Linurex;Herbicidas;;;;;318,25;lts;25-01-18;3;315,25;Brice–o;Romeral;Apio 18;;693;11322;33966;3.569.261;;
San Jorge;Linurex;Herbicidas;;;;;315,25;lts;29-01-18;10;305,25;Brice–o;Llay Llay;Apio 18;S1;696;11322;113220;3.456.041;;
