Fecha ;Nç;T.DOC.;Proveedor;Item;ClasificaciÜn Gastos;Lugar;Cultivo/Unidad;ClasificaciÜn Cultivo; Nç ; Cantidad ; Unit. ; Neto ; IVA ; IEF ; IEV/FEP ; Total ; Empresa ; REAL ; Estado 1 ; Comp /cheque ;Fecha ;Monto
25-11-17;76510;Guia ;Pucalan ;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Ricardo Vasquez;;;;
25-11-17;683;Fact;Pergom spa ;pernos 1/x2;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;23.520;4.469;;;27.989;brice_o;Brice_o;pagada;;;
27-11-17;979680;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;3.850;369;;;;;;Invertec;Valcam;;;;
27-11-17;979667;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;1.650;369;;;;;;Invertec;Valcam;;;;
27-11-17;979668;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;1.650;369;;;;;;Invertec;Valcam;;;;
27-11-17;979669;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;20.875;369;;;;;;Invertec;Valcam;;;;
27-11-17;979666;Guia ;Soquimich ;Mezcla 172020;Bodega;LLay llay;Bodega;Bodega;;4.175;244;;;;;;Invertec;Valcam;;;;
27-11-17;979679;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;26.700;369;;;;;;Invertec ;Valcam;;;;
27-11-17;979683;Guia ;Soquimich ;Mezcla 172020;Bodega;LLay llay;Bodega;Bodega;;1.350;244;;;;;;Invertec ;Valcam;;;;
27-11-17;979684;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;1.650;369;;;;;;Invertec ;Valcam;;;;
27-11-17;979682;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;1.650;369;;;;;;Invertec ;Valcam;;;;
27-11-17;979681;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;1.650;369;;;;;;Invertec ;Valcam;;;;
27-11-17;140549;Fact;Ferreterias Andina ;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;15.193;2.887;;;18.080;Valcam ;Valcam;PAGADA;;;
27-11-17;3061713;Fact;Copeval ;Ultrasol produccion  ;Bodega;San Jorge;Bodega;Bodega;;300;;309.000;58.710;;;367.710;Gonzalez;Valcam;pagada;;;
27-11-17;3061712;Fact;Copeval ;Basagran ;Bodega;San Jorge;Bodega;Bodega;;;;60.340;11.465;;;71.805;Gonzalez;Valcam;pagada;;;
27-11-17;172177;Fact;Chile mat;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;1.328;252;;;1.580;Valcam ;Valcam;PAGADA;;;
27-11-17;699610;Fact;Cals ;nitrato de amonio;Bodega;San Jorge;Bodega;Bodega;;600;;228.000;43.320;;;271.320;Gonzalez ;Valcam;PAGADA;;;
27-11-17;17128;Fact;Agroalmar;the/codo pvc/red larga/llave pta corona;Materiales de Riego;Casta_o 2;Apio 17;Apio 17;;;;14.600;2.774;;;17.374;Massai;Massai;;;;
27-11-17;18211;Guêa ;Agrinset ltda;plantulas ;Semillas, plantas;Ensayo ;pimiento ;PimentÜn 18; unique  ;717;;;;;;;H.M Clause;H.M Clause;;;;
27-11-17;18211;Guêa ;Agrinset ltda;plantulas ;Semillas, plantas;Ensayo;pimiento ;PimentÜn 18; dante  ;868;;;;;;;H.M Clause;H.M Clause;;;;
27-11-17;18211;Guêa ;Agrinset ltda;plantulas ;Semillas, plantas;Ensayo;pimiento ;PimentÜn 18; hmx5673 ;45;;;;;;;H.M Clause;H.M Clause;;;;
27-11-17;18211;Guêa ;Agrinset ltda;plantulas ;Semillas, plantas;Ensayo;pimiento ;PimentÜn 18; hmx52j1226b ;60;;;;;;;H.M Clause;H.M Clause;;;;
28-11-17;1094;Fact;Victor Collao Jeldes ;Apio fresco ;Comercializadora;San Jorge;Apio 17;Apio 17;;108.402;60;6.504.120;1.235.783;;;7.739.903;Valcam;Valcam;;;;
28-11-17;979698;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;28.350;369;;;;;;Invertec;Valcam;;;;
28-11-17;979702;Guia ;Soquimich ;Mezcla 172020;Bodega;LLay llay;Bodega;Bodega;;850;244;;;;;;Invertec ;Valcam;;;;
28-11-17;982657;Guia ;Soquimich ;mezcla 200020;Bodega;LLay llay;Bodega;Bodega;;9.600;432;;;;;;Invertec;Valcam;;;;
28-11-17;979705;Guia ;Soquimich ;Mezcla 172020;Bodega;LLay llay;Bodega;Bodega;;13.625;244;;;;;;Invertec ;Valcam;;;;
28-11-17;979704;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;2.625;369;;;;;;Invertec;Valcam;;;;
28-11-17;979703;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;1.650;369;;;;;;Invertec;Valcam;;;;
28-11-17;7546;Guia ;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;513.555;brice_o;Brice_o;;;;
28-11-17;76523;Guia ;Pucalan ;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Ricardo Vasquez;;;;
28-11-17;76522;Guia ;Pucalan ;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec;Ricardo Vasquez;;;;
28-11-17;7383;Fact;Librerêa Ohiggins;Resma/sobres de oficio/carpetas ;Artêculos de oficina;San Jorge;AdministraciÜn;AdministraciÜn;;;;14.773;2.807;;;17.580;brice_o;Brice_o;PAGADA;;;
28-11-17;318;Guêa ;Ecoplantas ;Plantulas;Semillas, plantas;LLay llay;Apio 18;Apio 18; conga  ;147.200;10;1.472.000;279.680;;;1.751.680;Invertec ;Valcam;;;;
28-11-17;42;Fact;David villarroel Arancibia;flete llay llay a catemu, con dos repartos de abono y de retorno un arado de llayllay a san jorge ;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;60.000;11.400;;;71.400;Valcam ;Vasquez ;A pago 19-12;;;
28-11-17;42;Fact;David villarroel Arancibia;flete llay llay a catemu, con dos repartos de abono y de retorno un arado de llayllay a san jorge ;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;20.000;3.800;;;23.800;Valcam ;Valcam;A pago 19-12;;;
28-11-17;1861;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;14.141;2.687;;2.173;19.001;brice_o;Brice_o;;;;
28-11-17;2066;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;50;;19.761;3.754;;3.037;26.552;brice_o;Brice_o;;;;
28-11-17;86557;Fact;Com. Bella palma;diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;7.442;1.414;;1.144;10.000;brice_o;Brice_o;PAGADA;;;
28-11-17;17339;Fact;Chile mat;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;3.765;715;;;4.480;Valcam ;Valcam;PAGADA;;;
28-11-17;294782;Guia ;Cals ;Nitrato de amonio ;Bodega;San Jorge;Bodega;Bodega;;;;228.000;43.320;;;271.320;Gonzalez ;Valcam;;;;
28-11-17;2683;Fact;Bertero ;ReparaciÜn de neumatico ;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;25.210;25.210;4.790;;;30.000;brice_o;Brice_o;PAGADA;;;
29-11-17;979724;Guia ;Soquimich ;Mezcla 210022;Bodega;LLay llay;Bodega;Bodega;;28.350;369;;;;;;Invertec;Valcam;;;;
29-11-17;7695;Guia ;silva y cia ltda;Diesel ;Bodega;LLay llay;Bodega;Bodega;;1.075;523;562.225;;;;562.225;brice_o;Brice_o;;;;
29-11-17;2716;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;380.268;72.251;;61.036;513.555;brice_o;Brice_o;PAGADA;;;
29-11-17;76613;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;39;6.100;237.900;45.201;;;283.101;Invertec;Valcam;;;;
29-11-17;76611;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;40;6.100;244.000;46.360;;;290.360;Invertec;Valcam;;;;
29-11-17;140608;Fact;Ferreterias Andina ;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;2.303;438;;;2.741;Valcam ;Valcam;PAGADA;;;
29-11-17;140606;Fact;Ferreterias Andina ;Varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;38.084;7.236;;;45.320;Valcam ;Valcam;PAGADA;;;
29-11-17;326;Guêa ;Ecoplantas;Plantulas;Semillas, plantas;LLay llay;Apio 18;Apio 18; conga  ;310.400;10;3.104.000;589.760;;;3.693.760;Invertec;Valcam;;;;
29-11-17;3061753;Fact;Copeval ;Confidor ;Bodega;San Jorge;Bodega;Bodega;;1;116.128;116.128;22.064;;;138.192;Gonzalez;Valcam;pagada;;;
29-11-17;86714;Fact;Com. Bella palma;combustible;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;16.574;3.149;;10.277;30.000;brice_o;Brice_o;PAGADA;;;
29-11-17;242;Fact;aquasystems;Poyector tecnificado ;InversiÜn;LLay llay;Inversion riego;InversiÜn;;;;9.000.000;1.710.000;;;10.710.000;Valcam;Valcam;PAGADA;;;
30-11-17;2730;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;417.595;79.343;;65.287;562.225;brice_o;Brice_o;PAGADA;;;
30-11-17;40;Guêa ;Semillas del sur ;Plantulas;Semillas, plantas;LLay llay;Marigold;Flores 18;8.862; 181 Bandejas  ;1.000;#çVALOR!;#çVALOR!;;;#çVALOR!;Valcam ;Valcam;;;;
30-11-17;76616;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;18;6.100;109.800;20.862;;;130.662;Invertec;Valcam;;;;
30-11-17;76532;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;40;6.100;244.000;46.360;;;290.360;Invertec;Valcam;;;;
30-11-17;76533;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;39;6.100;237.900;45.201;;;283.101;Invertec;Valcam;;;;
30-11-17;76535;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;26;6.100;158.600;30.134;;;188.734;Invertec;Valcam;;;;
30-11-17;76534;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;39;6.100;237.900;45.201;;;283.101;Invertec;Valcam;;;;
30-11-17;76615;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;sector 5;40;6.100;244.000;46.360;;;290.360;Invertec;Valcam;;;;
30-11-17;76537;Guia ;Pucalan ;Guano mts3;Guano;Rauten ;Apio 18;Apio 18;;40;5.000;200.000;38.000;;;238.000;Invertec;Arangue ;;;;
30-11-17;76536;Guia ;Pucalan ;Guano mts3;Guano;Rauten ;Apio 18;Apio 18;;40;5.000;200.000;38.000;;;238.000;Invertec;Arangue ;;;;
30-11-17;43;Fact;David villarroel Arancibia;traslado de maquinaria;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;150.000;130.000;28.500;;;158.500;Valcam ;Valcam;A pago 19-12;;;
30-11-17;38168;Fact;Com. Rosati;diesel de noviembre ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;444.657;84.483;;68.508;597.648;brice_o;Brice_o;PAGADA ;;;
30-11-17;38169;Fact;Com. Rosati;diesel de noviembre ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;92.901;17.651;;16.419;126.971;brice_o;Brice_o;PAGADA ;;;
30-11-17;38296;Fact;Com. Rosati;diesel de noviembre ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;40.423;7.680;;5.858;53.961;brice_o;Brice_o;PAGADA ;;;
30-11-17;703085;Fact;Cals ;strepto plus/ goldazim;Bodega;San Jorge;Bodega;Bodega;;;;477.380;90.702;;;568.082;Gonzalez ;Valcam;PAGADA;;;
01-12-17;186;Fact;Servitrac ;Filtro bomba/regular embrague ;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;49.000;9.310;;;58.310;brice_o;Brice_o;PAGADA;;;
01-12-17;104;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;;Lobelia ;Flores 18;;4.900;;;;;;;Valcam ;Valcam;;;;
01-12-17;104;Guia ;Semilla de Los Andes;pupas de moscas polinizadoras;Repuestos;;bellis;Flores 18;;23;3.150;72.450;13.766;;;86.216;Valcam ;Valcam;;;;
01-12-17;5488;Fact;sagredo e hijos ltda;soga 4,5mm/m. obra minima ;Materiales;San Jorge;Maquinaria;Maquinaria;;;;3.361;639;;;4.000;brice_o;Brice_o;PAGADA;;;
01-12-17;76542;Guia ;Pucalan ;Guano mts3;Guano;Rauten ;Apio 18;Apio 18;;39;5.000;195.000;37.050;;;232.050;Invertec;Arangue ;;;;
01-12-17;76541;Guia ;Pucalan ;Guano mts3;Guano;Rauten ;Apio 18;Apio 18;;40;5.000;200.000;38.000;;;238.000;Invertec;Arangue ;;;;
01-12-17;76538;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Orlando Araya ;;;;
01-12-17;76539;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Orlando Araya ;;;;
01-12-17;76540;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Orlando Araya ;;;;
01-12-17;140673;Fact;Ferreterias Andina ;Varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;21.858;4.153;;;26.011;Valcam ;Valcam;PAGADA;;;
01-12-17;334;Guêa ;Ecoplantas ;Plantulas;Semillas, plantas;LLay llay;Apio 18;Apio 18; conga  ;310.400;10;3.104.000;589.760;;;3.693.760;Invertec;Valcam;;;;
01-12-17;2078;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;48,4;;19.205;3.649;;3.134;25.988;brice_o;Brice_o;;;;
01-12-17;17458;Fact;Chile mat;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;10.950;2.081;;;13.031;Valcam ;Valcam;PAGADA;;;
02-12-17;76544;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Orlando Araya ;;;;
02-12-17;76382;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;24;6.100;146.400;27.816;;;174.216;Invertec;Orlando Araya ;;;;
02-12-17;76546;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Orlando Araya ;;;;
02-12-17;76380;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Orlando Araya ;;;;
02-12-17;76381;Guia ;Pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Orlando Araya ;;;;
02-12-17;10034;Guêa ;Europlant;Plantulas;Semillas, plantas;Catemu;Apio 18;Apio 18; Conga  ;150.077;10;1.500.770;285.146;;;1.785.916;Invertec ;Valcam;;;;
02-12-17;10035;Guêa ;Europlant;Plantulas ;Semillas, plantas;Romeral;Apio 18;Apio 18; conga ;300.153;10;3.001.530;570.291;;;3.571.821;Invertec;Felipe Bustamante;;;;
04-12-17;7715;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;952;;492.184;;;;492.184;brice_o;Brice_o;;;;
04-12-17;76543;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec ;Agro lider;;;;
04-12-17;76547;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec ;Agro lider;;;;
04-12-17;76548;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec ;Agro lider;;;;
04-12-17;76549;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec ;Agro lider;;;;
04-12-17;76550;Guia ;Pucalan ;Guano mts3;Guano;LLay llay;Apio 18;Apio 18;;40;6.400;256.000;48.640;;;304.640;Invertec ;Agro lider;;;;
04-12-17;134882;Guia ;Massai ;cinta de riego/rhiziflo;Bodega;San Jorge;Bodega;Bodega;;;;;;;; -   ;massai;massai;;;;
04-12-17;140717;Fact;Ferreterias Andina ;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;68.916;13.094;;;82.010;Valcam ;Valcam;PAGADA;;;
04-12-17;3061878;Fact;Copeval ;Biozyme tf ;Bodega;San Jorge;Bodega;Bodega;;;;203.500;38.665;;;242.165;Gonzalez;Valcam;Pendiente ;;;
04-12-17;2083;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;44,32;;17.588;3.342;;2.871;23.801;brice_o;Brice_o;;;;
04-12-17;2082;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;7.390;1.404;;1.206;10.000;brice_o;Brice_o;PAGADA;;;
04-12-17;17502;Fact;Chile mat;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;17.555;3.335;;;20.890;Valcam ;Valcam;PAGADA;;;
04-12-17;17455;Fact;Agroalmar ;abrazaderas  ;Bodega;San Jorge;Bodega;Bodega;;;;29.700;5.643;;;35.343;Massai ;Massai ;PAGADA;;;
04-12-17;17456;Fact;Agroalmar ;Valvula bola pvc 90mm/weld on 473 ml azul;Bodega;San Jorge;Bodega;Bodega;;;;15.816;3.005;;;18.821;brice_o;Valcam;PAGADA;;;
05-12-17;138;Fact;Salinas y Salinas Ltda;mantencion tractor jose reyes;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;666.950;126.721;;;793.671;brice_o;Brice_o;PAGADA;;;
05-12-17;76618;Guia ;Pucalan;Guano mts3;Guano;Olmue;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec ;Nelson Zamora;;;;
05-12-17;76617;Guia ;Pucalan;Guano mts3;Guano;Olmue;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec ;Nelson Zamora;;;;
05-12-17;76621;Guia ;Pucalan;Guano mts3;Guano;Olmue;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec ;Nelson Zamora;;;;
05-12-17;76619;Guia ;Pucalan;Guano mts3;Guano;Olmue;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec ;Nelson Zamora;;;;
05-12-17;76620;Guia ;Pucalan;Guano mts3;Guano;Olmue;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec ;Nelson Zamora;;;;
05-12-17;76622;Guia ;Pucalan;Guano mts3;Guano;Olmue;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec ;Nelson Zamora;;;;
05-12-17;4560;Guia ;Netafim ;cintas de riego 2600mts;Bodega;San Jorge;Bodega;Bodega;;40;;; -   ;;; -   ;Massai;Massai ;;;;
05-12-17;27747;Solicitud;Laboquimterra;Analisis de suelo ;An_lisis de Laboratorio;Casta_o 1;soya ;soya 18;;;;38.800;7.372;;;46.172;Massai;Massai;Pagada;;;
05-12-17;10053;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 18;Apio 18; Conga  ;150.077;10;1.500.770;285.146;;;1.785.916;Invertec ;Valcam;;;;
05-12-17;44;Fact;David villarroel Arancibia;Flete desde llay llay a pocochay ;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;50.000;9.500;;;59.500;Valcam ;Valcam;A pago 19-12;;;
05-12-17;2222436;Guia ;Copeval ;Byozyme tf 10 lts;Bodega;San Jorge;Bodega;Bodega;;10;;203.500;38.665;;;242.165;Gonzalez;Valcam;;;;
05-12-17;3061886;Fact;Copeval ;Conector cocodrilos lay flat ;Bodega;San Jorge;Bodega;Bodega;;2.000;470;940.000;178.600;;;1.118.600;Massai;Massai;;;;
05-12-17;3061892;Fact;Copeval ;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;;1.350;;375.300;71.307;;;446.607;Massai;Massai;;;;
05-12-17;87314;Fact;Com. Bella palma;combustible ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;37.200;brice_o;Brice_o;PAGADA;;;
05-12-17;706152;Fact;Cals;Permetrina;Bodega;San Jorge;Bodega;Bodega;;5;25.655;128.275;24.372;;;152.647;Gonzalez ;Valcam;PAGADA;;;
05-12-17;16355;Fact;Agroalmar ;tee pvc/vinilit/codo pvc cementar ;Materiales de Riego;LLay llay;Allysum;Flores 18;;;;10.145;1.928;;;12.073;brice_o;Brice_o;PAGADA;;;
05-12-17;14084;Guêa ;Agric. Los Olmos Ltda;Plantulas;Semillas, plantas;LLay llay;Colchina ;Colchina 18; P-432 ;40.562;;760.496;144.494;;;904.990;Diana ;Valcam;;;;
06-12-17;7793;Guia ;silva y cia ltda;Diesel ;Bodega;LLay llay;Bodega;Bodega;;994;;525.826;;;;525.826;brice_o;Brice_o;;;;
06-12-17;44;Guêa ;Semillas del sur ;Plantulas ;Semillas, plantas;San Jorge;Marigold;Flores 18;5.234; 177 Bandejas x200 ;200;;;;; -   ;Valcam ;Valcam;;;;
06-12-17;140785;Fact;Ferreterias Andina ;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;7.210;1.370;;;8.580;Valcam ;Valcam;PAGADA;;;
06-12-17;98348;Fact;Europlant;Plantulas;Semillas, plantas;Olmue;Tomate;Tomate 18 ; TP172F1 ;15.163;10;151.630;28.810;;;180.440;Custom ;Valcam;;;;
06-12-17;98348;Fact;Europlant;Plantulas;Semillas, plantas;Olmue;Tomate;Tomate 18 ; TP-9F1 ;15.163;10;151.630;28.810;;;180.440;Custom ;Valcam;;;;
06-12-17;45;Fact;David villarroel Arancibia;Flete desde pocochay a llay llay ;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;50.000;9.500;;;59.500;Valcam ;Valcam;A pago 19-12;;;
06-12-17;3601;boleta;CTI S.A;cocina y microondas ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;109.980;;;;109.980;Valcam;Valcam;PAGADA;;;
06-12-17;53168;Fact;Crop Production Services;Sagastimx 0,200 L ;Bodega;San Jorge;Bodega;Bodega;;;12.000;;;;; -   ;Massai ;Massai ;;;;
06-12-17;2264336;Guia ;Copeval ;Conector cocodrilos lay flat ;Bodega;San Jorge;Bodega;Bodega;;104;470;;;;; -   ;Massai;Massai;;;;
06-12-17;3061919;Fact;Copeval;Applaud 25 ;Bodega;San Jorge;Bodega;Bodega;;1;29.800;29.800;5.662;;;35.462;Gonzalez;Valcam;Pendiente ;;;
06-12-17;1868;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;15.345;2.916;;2.505;20.766;brice_o;Brice_o;;;;
06-12-17;2088;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;14.430;2.742;;2.400;19.572;brice_o;Brice_o;;;;
06-12-17;87368;Fact;Com. Bella palma;Combustible ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;9.437;1.793;;5.770;17.000;brice_o;Brice_o;PAGADA;;;
06-12-17;5445938;Fact;Chilquinta ;Detalle de la cuenta de electrcidad;Electricidad;San Jorge;AdministraciÜn;AdministraciÜn;;;;825.000;156.750;;;981.750;Massai;Massai ;;;;
06-12-17;17592;Fact;Chile mat;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;4.067;773;;;4.840;Valcam ;Valcam;PAGADA;;;
06-12-17;17538;Fact;Agroalmar ;"Gas butano/ the 90x3""";Bodega;San Jorge;Bodega;Bodega;;;;16.339;3.104;;;19.443;massai;massai;PAGADA;;;
06-12-17;1538;Guêa ;Agri y Com dos cordilleras;Plantulas ;Semillas, plantas;San Jorge;Oenothera;Flores 18;;;;421.200;80.028;;;501.228;Valcam ;Valcam;PAGADA;;;
07-12-17;177806;Guia ;Tattersall;Timorex gold ;Bodega;San Jorge;Bodega;Bodega;;20;48.383;967.654;183.854;;;1.151.508;Invertec;Valcam;;;;
07-12-17;10069;Guêa ;Europlant;Plantulas;Semillas, plantas;Catemu;Apio 18;Apio 18; Conga  ;200.232;10;2.002.320;380.441;;;2.382.761;Invertec ;Valcam;;;;
07-12-17;46;Fact;David villarroel Arancibia;flete desde pocochay a olmue, un tractor con una fumigadora ;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;50.000;9.500;;;59.500;Valcam ;Valcam;A pago 04-01;;;
07-12-17;46;Fact;Christian Gonzalez Zamora;Mantencion;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;160.000;30.400;;;190.400;brice_o;Brice_o;PAGADA;;;
07-12-17;51;Fact;Carlos Navarro;plantulas y traslado de llay llay a quillota ;Semillas, plantas;San Jorge;oenothera;Flores 18;;47.000;11;532.000;101.080;;;633.080;Nahuen ;Nahuen ;PAGADA ;;;
07-12-17;708050;Fact;Cals ;Sencor ;Bodega;San Jorge;Bodega;Bodega;;8;22.020;176.160;33.470;;;209.630;Gonzalez ;Valcam;PAGADA;;;
08-12-17;37;Fact;Ventura Sepulveda;Apio fresco ;Comercializadora;San Jorge;Apio 17;Apio 17;;;;608.450;115.606;;;724.056;Valcam;Valcam;;;;
08-12-17;5690;Fact;Com. Sol y mar ltda ;combustible ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;20.959;3.982;;13.759;38.700;brice_o;Brice_o;PAGADA;;;
08-12-17;2095;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;28.950;5.501;;4.765;39.216;brice_o;Brice_o;;;;
09-12-17;10080;Guêa ;Europlant;Plantulas;Semillas, plantas;Olmue ;Apio 18;Apio 18; conga  ;150.077;10;1.500.770;285.146;;;1.785.916;Invertec ;Valcam;;;;
11-12-17;220;Fact;Soc.Agric Segundo y Severino Calizario ltda;Apio fresco ;Comercializadora;;Apio 18;Apio 18;;225.525;54;12.178.350;2.313.887;;;14.492.237;Valcam;Valcam;;;;
11-12-17;307;Fact;Soc. com. Elaboradora biagrifor;fitoalgae boro;Bodega;San Jorge;Bodega;Bodega;;20;;60.000;11.400;;;71.400;brice_o;Brice_o;a pago 20-12;;;
11-12-17;2769;Fact;silva y cia ltda;diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;360.917;68.574;;62.694;492.185;brice_o;Brice_o;PAGADA;;;
