Fecha ;Nç;T.DOC.;Proveedor;Item;ClasificaciÜn Gastos;Lugar;Cultivo/Unidad;ClasificaciÜn Cultivo; Nç ; Cantidad ; Unit. ; Neto ; IVA ; IEF ; IEV/FEP ; Total ; Empresa ; REAL ; Estado 1 ; Comp /cheque ;Fecha ;Monto
10-07-17;5356;Fact;Librerêa Ohiggins;Vales;Artêculos de oficina;San Jorge;AdministraciÜn;AdministraciÜn;;10;412;4.118;782;;;4.900;brice_o;Brice_o;;;;
10-07-17;601623;Fact;Cals;NK/ NITRATO DE AMONIO;Bodega;San Jorge;Bodega;Bodega;;1;2.273.000;2.273.000;431.870;;;2.704.870;Gonzalez ;Valcam;PAGADA;;30-09-17;
13-07-17;1631;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;310;310.140;58.927;;78.930;447.997;brice_o;Brice_o;PAGADA;;;
15-07-17;2926353;Fact;Copeval;Nitrato de Potasio;Bodega;San Jorge;Bodega;Bodega;;0,4;675.000;270.000;51.300;;;321.300;Gonzalez;Valcam;;1;;
15-07-17;170208;NC;Copeval;Nitrato de Potasio;Bodega;San Jorge;Bodega;Bodega;;0,4;622.000;248.800;47.272;;;296.072;Gonzalez;Valcam;;;;
15-07-17;2926255;Fact;Copeval;Boquillas;Repuestos;San Jorge;Maquinaria;Maquinaria;;48;3.000;144.000;27.360;;;171.360;Gonzalez;Brice_o;PAGADA;;;
17-07-17;2926369;Fact;Copeval;Urea Granulada;Bodega;San Jorge;Bodega;Bodega;;20;204.000;4.080.000;775.200;;;4.855.200;zamora;Valcam;PAGADA;;18-08-17;4.855.200
18-07-17;2963729;Fact;Sergo chile;Disco embraue y rodamiento;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;88.241;88.241;16.766;;;105.007;Gonzalez;Brice_o;;;;
18-07-17;38;Fact;Jorge Mu_oz;Chequeo medico;Varios;San Jorge;Apio 17;Apio 17;;1;15.606;15.606;;;;15.606;brice_o;Brice_o;;;;
18-07-17;2010651;Guia ;Copeval;Urea Granulada;Bodega;LLay llay;Apio 17;Apio 17;;20;204.000;4.080.000;775.200;;;4.855.200;zamora;Valcam;;;;
19-07-17;101137;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;San Jorge;Flores;Flores 18; Bellis/Gazania/bellis ;9.850;; -   ; -   ;;; -   ;Valcam;Valcam;;;;
19-07-17;39;Fact;NOVAEDUCA;Curso Plaguicida;Capacitaciones;San Jorge;Apio 17;AdministraciÜn;;2;150.000;300.000;;;;300.000;brice_o;Brice_o;PAGADA;;;
19-07-17;134365;Guia ;Massai;Nitrato de Calcio;Bodega;San Jorge;Bodega;Bodega;;1.000;; -   ; -   ;;; -   ;Massai;Massai;;;;
19-07-17;2926413;Fact;Copeval ;dimetoato/basfoliar ;Bodega;San Jorge;Bodega ;Bodega;;;;210.500;39.995;;;250.495;Gonzalez;Valcam;PAGADA POR JUAN GONZALEZ 128520, YA QUE ADJUNTA NC;;;
20-07-17;24;Fact;Cristian Gonzalez;Arriendo Retro y Trabajos taller;Arriendo Maquinaria;LLay llay;Maquinaria;Maquinaria;;1;682.000;682.000;129.580;;;811.580;brice_o;Brice_o;PAGADA;ch;21-07-17;
20-07-17;24;Fact;Chistian Gonzalez;Arriendo Retro y reparaciones;Arriendo Maquinaria;LLay llay;Maquinaria;Maquinaria;;1;682.000;682.000;129.580;;;811.580;brice_o;Brice_o;;;;
20-07-17;5131240;Fact;Adm Ventas ltda;Diesel;Combustible y Lubricantes;stgo;Maquinaria;Maquinaria;;32;467;15.000;;;;15.000;brice_o;Brice_o;;;;
21-07-17;1705;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;317;316.660;60.165;;70.181;447.006;brice_o;Brice_o;PAGADA;;;
21-07-17;12590;Fact;Ferreterias del sur;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;20.992;3.988;;;24.980;valcam;Valcam;pagada;;;
21-07-17;122944;Fact;Ferreterias Andina ;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;43.470;8.259;;;51.729;valcam;Valcam;pagada;;;
21-07-17;2926440;Fact;Copeval;Basfoliar;Bodega;San Jorge;Bodega;Bodega;;25;2.800;70.000;13.300;;;83.300;Gonzalez;Valcam;;;;
22-07-17;341;Fact;Ivan Rojas;Pernos;Repuestos;San Jorge;Maquinaria;Maquinaria;;30;700;17.647;3.353;;;21.000;brice_o;Brice_o;;;;
24-07-17;6531;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;LLay llay;Maquinaria;Maquinaria;;924;461;;;;;;brice_o;Brice_o;;;;
24-07-17;2926466;Fact;Copeval;Linurex Bravo;Bodega;San Jorge;Bodega;Bodega;;1;819.838;819.838;155.769;;;975.607;Massai;Massai;;;;
24-07-17;2060;Fact;Bertero;Rep neumatico;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;75.630;75.630;14.370;;;90.000;brice_o;Brice_o;;;;
24-07-17;2058;Fact;Bertero;Rep neumatico;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;195.800;195.800;37.202;;;233.002;brice_o;Brice_o;;;;
25-07-17;1735;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;924;328;303.460;57.657;;64.847;425.964;brice_o;Brice_o;PAGADA;;;
26-07-17;537;Fact;Pablo Arancibia;Rep Neumatico;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;12.606;12.606;2.395;;;15.001;brice_o;Brice_o;;;;
26-07-17;123046;Fact;Ferreterias Andina ;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;61.402;11.666;;;73.068;valcam;Valcam;pagada;;;
26-07-17;789;Fact;Diana food chile spa;plantas de apio ;Semillas, plantas;Nogales ;Apio 17;Apio 17;;528.000;16;8.448.000;1.605.120;;;10.053.120;zamora;Valcam;;;;
26-07-17;788;Fact;Diana food chile spa;plantas de apio ;Semillas, plantas;Catemu;Apio 17;Apio 17;;816.000;16;13.056.000;2.480.640;;;15.536.640;Gonzalez ;Valcam;;;;
26-07-17;12018;Fact;Agroalmar;Reduccion;Materiales de Riego;San Jorge;Apio 17;Apio 17;;1;3.460;3.460;657;;;4.117;Valcam;Valcam;;;;
27-07-17;6394;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;950;451;428.450;;;;;brice_o;Brice_o;;;;
28-07-17;2079377;Guia ;Copeval;Linurex Bravo;Bodega;San Jorge;Bodega;Bodega;;1;819.838;819.838;155.769;;;975.607;Massai;Massai;;;;
29-07-17;34;Fact;Ventura Sepulveda;Semillas Flores;Semillas, plantas;Catemu;Marigold;Flores 18;;20,5;60.232;1.234.755;234.603;;;1.469.358;Valcam;Valcam;;;;
31-07-17;1090;Fact;Victor Collao;Apio;Comercializadora;La Calera;Apio 17;Apio 17;;152.490;50;7.624.500;1.448.655;;2.974;9.076.129;Valcam;Valcam;;;;
31-07-17;35;Fact;Ventura Sepulveda;Apio;Comercializadora;Catemu;Apio 17;Apio 17;;425.580;50;21.279.000;4.043.010;;;25.322.010;Valcam;Valcam;;;;
31-07-17;1788;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Pedro;Maquinaria;Maquinaria;;950;320;304.019;57.764;;66.671;428.450;brice_o;Brice_o;PAGADA;;;
31-07-17;16;Fact;Nelson Zamora;Apio;Comercializadora;San Jorge;Apio 17;Apio 17;;202.307;60;12.138.420;2.306.300;;;14.444.720;Valcam;Valcam;;;;
31-07-17;3028;Fact;Maderas Central;VARIOS;Materiales;San Pedro;Apio 17;Apio 17;;1;105.126;105.126;19.974;;;125.100;Massai;Massai;pagada;;14-11-17;
31-07-17;103;NC;Maderas Central;ANULA FACT 2552;Anulada;San Pedro;Apio 17;Apio 17;;1;105.126;105.126;19.974;;;125.100;Massai;Massai;;;;
31-07-17;3029;Fact;Maderas Central;varios;Materiales;San Pedro;Apio 17;Apio 17;;1;70.538;70.538;13.402;;;83.940;Massai;Massai;pagada;;14-11-17;
31-07-17;3032;Fact;Maderas Central;varios;Materiales;San Pedro;Apio 17;Apio 17;;1;97.840;97.840;18.590;;;116.430;Massai;Massai;;;;
31-07-17;3033;Fact;Maderas Central;Varios;Bodega;San Jorge;Bodega;Bodega;;1;178.571;178.571;33.928;;;212.499;brice_o;Brice_o;;;;
31-07-17;20;Fact;Juan Gonzalez;Apio;Comercializadora;San Pedro;Apio 17;Apio 17;;1.153.207;58;66.886.006;12.708.341;;;79.594.347;Valcam;Valcam;;;;
31-07-17;5;Fact;Jaime Arancibia;Apio;Comercializadora;Nogales;Apio 17;Apio 17;;609.900;50;30.495.000;5.794.050;;;36.289.050;Valcam;Valcam;;;;
31-07-17;12835;Fact;Ferreterias del sur;cemento ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;30.857;5.863;;;36.720;valcam;Valcam;pagada;;;
31-07-17;77197;Fact;Com. Bella palma;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1;14.308;14.308;2.719;;2.974;20.001;Valcam;Valcam;;;;
01-08-17;6584;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;LLay llay;Maquinaria;Maquinaria;;1.035;461;;;;;;brice_o;Brice_o;;;;
01-08-17;548;Fact;Pablo Arancibia;Reparacion Neumatico;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;12.605;12.605;2.395;;;15.000;zamora;Nelson Zamora;;;;
02-08-17;774;Fact;Laboquimterra;Analisis de Agua y Tierra;An_lisis de Laboratorio;Llay llay;Apio 17;Apio 17;;1;52.022;52.022;9.884;;;61.906;Valcam;Valcam;;;;
03-08-17;2969807;Fact;Sergo chile;Rodamientos;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;2.340;2.340;445;;;2.785;brice_o;Brice_o;;;;
03-08-17;192431;Fact;Com. Antuco ;Filtro aceite;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;17.731;17.731;3.369;;;21.100;brice_o;Brice_o;;;;
03-08-17;707943;Guia ;anagra;Uan 32;Bodega;San Pedro;Apio 17;Apio 17;;11,88;18.139;215.490;40.943;;;256.433;Massai;Massai;;;;
03-08-17;7532;Fact;Agrodistribuidores Ltda ;trainer;Bodega;San Pedro;Apio 17;Bodega;;1;130.000;130.000;24.700;;;154.700;Massai;Massai;;;;
03-08-17;7533;Fact;Agrodistribuidores Ltda ;trainer;Bodega;San Pedro;Apio 17;Bodega;;2;40.800;81.600;15.504;;;97.104;Massai;Massai;;;;
04-08-17;123237;Fact;Ferreterias Andina ;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;34.139;6.486;;;40.625;valcam;Valcam;pagada;;;
05-08-17;6620;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;457;457.000;;;;457.000;brice_o;Brice_o;;;;
07-08-17;1811;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;327;326.520;62.039;;76.180;464.739;brice_o;Brice_o;PAGADA;;;
07-08-17;6670;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;LLay llay;Maquinaria;Maquinaria;;1.000;467;467.000;;;;467.000;brice_o;Brice_o;;;;
07-08-17;5196609;Fact;Adm Ventas ltda;Diesel;Combustible y Lubricantes;stgo;Maquinaria;Maquinaria;;21;477;10.003;;;;10.003;brice_o;Brice_o;;;;
08-08-17;1814;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;#çVALOR!;1.035;330;341.436;64.873;;70.832;477.141;brice_o;Brice_o;PAGADA;;;
08-08-17;104303;nd;Copeval;INTERES MAYOR PLAZO;Pago intereses;San Jorge;AdministraciÜn;AdministraciÜn;;1;64.687;64.687;12.291;;;76.978;Gonzalez;Brice_o;pagada;;17-08-17;
09-08-17;1864;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;335;334.930;63.637;;68.437;467.004;brice_o;Brice_o;PAGADA;;;
09-08-17;183564;Fact;Protekta;Macetas;Envases;Sta Olga;Ageratum;Flores 18;;940;160;150.400;28.576;;;178.976;Valcam;Valcam;;;;
09-08-17;9772;Fact;Buchard;Manguera hidraulica y otros;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;35.210;35.210;6.690;;;41.900;Valcam;Valcam;;;;
12-08-17;3002664;Fact;Copeval;Dual Gold 960 EC;Bodega;Bodega;Apio 17;Bodega;;10;37.000;370.000;70.300;;;440.300;Gpnzalez ;Valcam;Pagada;;;
14-08-17;183772;Fact;Protekta;Macetas;Envases;Sta Olga;Ageratum;Flores 18;;360;160;57.600;10.944;;;68.544;Valcam;Valcam;;;;
14-08-17;3106;Fact;Maderas Central;Cemento Arena Gravilla;Bodega;San Jorge;Bodega;Bodega;;1;8.227;8.227;1.563;;;9.790;brice_o;Brice_o;;;;
16-08-17;505;Fact;Patricio Lara;Instalacion Alarma;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;63.025;63.025;11.975;;;75.000;brice_o;Brice_o;;;;
16-08-17;78395;Fact;Com. Bella palma;Combustible;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1;2.359;2.359;448;;1.693;4.500;brice_o;Brice_o;;;;
16-08-17;12637;Fact;Agroalmar;Fiting;Materiales de Riego;San Jorge;Apio 17;Apio 17;;1;37.971;37.971;7.214;;;45.185;brice_o;Brice_o;;;;
17-08-17;2974079;Fact;Sergo chile;Tuerca rueda;Repuestos;San Jorge;Maquinaria;Maquinaria;;3;3.380;10.140;1.927;;;12.067;brice_o;Brice_o;;;;
17-08-17;2926921;Fact;Copeval;Streptoplus;Bodega;San Jorge;Bodega;Bodega;;1;51.900;51.900;9.861;;;61.761;Gonzalez;Valcam;Pagada;;;
17-08-17;104337;ND;Copeval;INTERES MAYOR PLAZO;Bodega;San Jorge;Bodega;Bodega;;1;62.055;62.055;11.790;;;73.845;Gonzalez;Valcam;pendiente;;16-09-17;73.845
18-08-17;6648;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;786;469;368.634;;;;368.634;brice_o;Brice_o;;;;
18-08-17;6797;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;LLay llay;Maquinaria;Maquinaria;;1.200;479;574.800;;;;574.800;brice_o;Brice_o;;;;
18-08-17;184098;Fact;Protekta;Malla Ruschell;Mallas/Lonas;San Jorge;Apio 17;Apio 17;;1;182.280;182.280;34.633;;;216.913;Valcam;Valcam;;;;
19-08-17;;;Hurtado;Anticipo Arriendo LLAY LLAY;Arriendo  de terreno;LLay llay;AdministraciÜn;AdministraciÜn;;1;1.000.000;1.000.000;;;;1.000.000;Valcam;Valcam;;;;
19-08-17;2379890;Dep;Aldo Figueroa;Anticipo Almacigo Cebolla;Semillas, plantas;San Jorge;Cebolla;Cebolla 18;;1;5.000.000;5.000.000;;;;5.000.000;Valcam;Valcam;;;;
21-08-17;1914;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;786;341;267.845;50.891;;49.898;368.634;brice_o;Brice_o;PAGADA;;;
21-08-17;4180;Fact;sagredo e hijos ltda;Rep Motosierra;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;26.521;26.521;5.039;;;31.560;Valcam;Valcam;;;;
21-08-17;184253;Fact;Protekta;Malla Ruschell;Mallas/Lonas;San Jorge;Bellis;Flores 18;;1;42.000;42.000;7.980;;;49.980;Valcam;Valcam;;;;
21-08-17;3147;Fact;Maderas Central;Alambre Clavos;Materiales;San Jorge;Flores;Flores 18;;1;14.622;14.622;2.778;;;17.400;brice_o;Brice_o;;;;
21-08-17;2926946;Fact;Copeval;Pta Arado /boq Verde;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;109.100;109.100;20.729;;;129.829;Gonzalez;Brice_o;;;;
21-08-17;2926996;Fact;Copeval;Buldock;Bodega;San Jorge;Bodega;Bodega;;6;17.950;107.700;20.463;;;128.163;zamora;Valcam;;;;
21-08-17;2926993;Fact;Copeval;Buldock;Bodega;San Jorge;Bodega;Bodega;;2;18.960;37.920;7.205;;;45.125;zamora;Valcam;;;;
21-08-17;848337;Fact;Coagra;Malla Ruschell;Mallas/Lonas;San Jorge;Bellis;Flores 18;;1;310.925;310.925;59.076;;;370.001;Valcam;Valcam;;;;
21-08-17;26683;Fact;Casa del constructor;Agujas;Materiales;San Jorge;Bellis;Flores 18;;1;6.655;6.655;1.264;;;7.919;Valcam;Valcam;;;;
21-08-17;34561;Fact;a zedan;Neumatoco;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;76.218;76.218;14.481;;;90.699;brice_o;Brice_o;;;;
21-08-17;34561;Fact;81605600-4;repuestos;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;76.218;14.481;;;90.699;brice_o;Brice_o;pagada;;21-08-17;90.699
22-08-17;3155;Fact;Maderas Central;Varios;Materiales;San Jorge;Apio 17;Apio 17;;1;13.025;13.025;2.475;;;15.500;brice_o;Brice_o;;;;
22-08-17;128133;Fact;Ferreterias Andina ;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;59.413;11.288;;;70.701;valcam;Valcam;pagada;;;
23-08-17;1946;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.200;349;419.004;79.611;;76.180;574.795;brice_o;Brice_o;PAGADA;;;
23-08-17;220;Fact;Disnelda Araya;Cambio de Aceite;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;25.042;25.042;4.758;;;29.800;brice_o;Brice_o;;;;
24-08-17;3170;Fact;Maderas Central;Varios;Materiales;San Jorge;Apio 17;Apio 17;;1;49.832;49.832;9.468;;;59.300;brice_o;Brice_o;;;;
25-08-17;2976877;Fact;Sergo chile;perno brida vibro 37;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;6.200;1.178;;;7.378;brice_o;Brice_o;pagada;;;
25-08-17;13478;Fact;Ferreterias del sur;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;10.882;2.068;;;12.950;valcam;Valcam;pagada;;;
25-08-17;2233;Fact;Bertero;reparacion neumatico tractor;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;21.008;3.992;;;25.000;brice_o;Brice_o;pagada;;25-08-17;
25-08-17;12921;Fact;Agroalmar;Fiting RIEGO;Materiales de Riego;San Jorge;Apio 17;Apio 17;;1;16.551;16.551;3.145;;;19.696;Massai;Massai;Pagada;;;
28-08-17;6738;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;471;471.000;;;;471.000;brice_o;Brice_o;PAGADA;;;
29-08-17;472;Fact;INVERTEC;Almacigos ;Bodega;San Jorge;Apio 17;Bodega;;25;969.999;24.249.975;4.607.495;;;28.857.470;Gonzalez ;Valcam;;;;
29-08-17;2980700;Fact;Copeval;Zoberaminol  aliette;Bodega;San Jorge;Flores;Bodega;;1;104.985;104.985;19.947;;;124.932;Gonzalez;Valcam;;;;
29-08-17;13048;Fact;Agroalmar;Fitin riego;Materiales de Riego;San Jorge;Apio 17;Apio 17;;1;46.348;46.348;8.806;;;55.154;Valcam;Valcam;pagada;;;
30-08-17;3226;Fact;Maderas Central;traje impermeable;Bodega;San Jorge;Bodega;Bodega;;1;23.193;23.193;4.407;;;27.600;Massai;Massai;pagada;;14-11-17;
30-08-17;2266;Fact;Bertero;Cambio camara tractor/ camara tractor;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;;54.622;10.378;;;65.000;brice_o;Brice_o;pagada;;;
30-08-17;167;Fact;aquasystems;TECNIFICACION Hortalizas;InversiÜn;LLay llay;Inversion Riego;InversiÜn;;1;9.000.000;9.000.000;1.710.000;;;10.710.000;Valcam;Valcam;PAGADA;;;
31-08-17;2004;Fact;silva y cia ltda;diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;337.059;64.041;;69.900;471.000;brice_o;Brice_o;PAGADA;;20-09-17;
31-08-17;25;Fact;Sergio Calderon Rojas;mano de obra camioneta;MantenciÜn/ReparaciÜn;LLay llay;Maquinaria;Maquinaria;;;;120.000;22.800;;;142.800;Valcam;Valcam;???;;;
31-08-17;27;Fact;Sergio Calderon Rojas;Repuestos camioneta;Repuestos;LLay llay;Maquinaria;Maquinaria;;;;190.000;36.100;;;226.100;Valcam;Valcam;???;;;
01-09-17;37;Fact;Carlos Navarro;oenothera;Semillas, plantas;San Jorge;Oenothera;Flores 18;;35.000;11;385.000;73.150;;;458.150;valcam;Valcam;pagada;transferencia;13-09-17;458.150
01-09-17;3267;Fact;Barraca de Madera Central;Huincha/alambra/cinta;Artêculos de oficina;San Jorge;Flores;Flores 18;;1;6.807;6.807;1.293;;;8.100;brice_o;Brice_o;PAGADA;;;
01-09-17;13193;Fact;Agroalmar;Copl a abrazaderas;Materiales de Riego;San Jorge;Apio 17;Apio 17;;1;19.400;19.400;3.686;;;23.086;brice_o;Valcam;;;;
02-09-17;6750;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.020;467;476.340;;;;476.340;brice_o;Brice_o;PAGADA;;;
03-09-17;5071;Fact;Patricio Valero Godoy;Aduana;ExportaciÜn;San Jorge;oenothera;Flores 18;;;;7.000;;;;7.000;Valcam;Valcam;pagada;;;
04-09-17;2980338;Fact;Sergo chile;buje munon;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;;17.320;3.291;;;20.611;brice_o;Brice_o;pagada;;;
04-09-17;1451;Fact;Orlando Cordova v;Ruedas carretilla;Bodega;San Jorge;Bodega;Bodega;;2;11.008;22.016;4.183;;;26.199;brice_o;Brice_o;;;;
04-09-17;37794;Fact;Mi valle;MTD;Bodega;San Jorge;Bodega;Bodega;;2;9.076;18.151;3.449;;;21.600;Valcam;Valcam;;;;
04-09-17;2980820;Fact;Copeval;Fosfimax 40 20;Bodega;San Jorge;Bodega;Bodega;;5;6.690;33.450;6.356;;;39.806;Gonzalez;Valcam;PAGADA POR JUAN GONZALEZ ;;;
05-09-17;20726;Fact;Soquimich;QROPMIX (17-20-20)/(10-23-30);Bodega;LLay llay;Bodega;Bodega;;;;4.710.000;894.900;;;5.604.900;zamora;Valcam;pagada;;04-03-18;5.604.900
05-09-17;636039;Fact;Cals;mtd  / Fosfimax;Bodega;San Jorge;Bodega;Bodega;;1;186.655;186.655;35.464;;;222.119;zamora;Valcam;PAGADA;;30-09-17;
05-09-17;13293;Fact;Agroalmar;Terminal/pegamento;Materiales de Riego;San Jorge;Apio 17;Apio 17;;1;9.944;9.944;1.889;;;11.833;Massai;Massai;Pagada;;;
06-09-17;6969;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;468;468.000;;;;468.000;brice_o;Brice_o;PAGADA;;;
06-09-17;2043;Fact;silva y cia ltda;diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;340.371;64.670;;71.298;476.339;brice_o;Brice_o;PAGADA;;20-09-17;
06-09-17;6970;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;LLay llay;Maquinaria;Maquinaria;;1.167;478;557.826;;;;557.826;brice_o;Brice_o;;;;
06-09-17;130453;Fact;Ferreterias Andina ;Habilitacion comedor;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;169.350;32.177;;;201.527;brice_o;Brice_o;pagada;;06-09-17;201526,5
06-09-17;13732;Fact;Chile mat;Habilitacion comedor;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;103.172;19.603;;;122.775;brice_o;Brice_o;Pagada;;06-09-17;122774,68
06-09-17;13733;Fact;Chile mat;Habilitacion comedor;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;49.949;9.490;;;59.439;brice_o;Brice_o;Pagada;;06-09-17;59439,31
06-09-17;13733;Fact;Chile Mat;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;49.949;9.490;;;59.439;Valcam;Valcam;Pagada;;;
07-09-17;20801;Fact;Soquimich;Urea Granulada;Bodega;LLay llay;Bodega;Bodega;;10.000;1.979.996;1.979.996;376.199;;;2.356.195;zamora;Valcam;PAGADA;;06-03-18;2.356.195
07-09-17;2980910;Fact;Copeval;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;;5;266.000;1.330.000;252.700;;;1.582.700;Gonzalez;Valcam;Pagada;;;
07-09-17;13803;Fact;Chile mat;Habilitacion comedor;InversiÜn;LLay llay;Inversion comedor ;InversiÜn; Anuladas ;;;11.857;2.253;;;14.110;brice_o;Brice_o;Pagada;;07-09-17;14109,83
07-09-17;14702;Fact;Chile Mat;Habilitacion comedor;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;11.857;2.253;;;14.110;brice_o;Brice_o;Pagada;;;
08-09-17;2082;Fact;silva y cia ltda;diesel guia 6969;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;336;335.900;63.821;;68.279;468.000;brice_o;Brice_o;PAGADA;;08-09-17;
08-09-17;2081;Fact;silva y cia ltda;Diesel guia 6970;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.167;344;401.802;76.342;;79.682;557.826;brice_o;Brice_o;PAGADA;;08-09-17;
08-09-17;75429;Guia ;pucalan ;guano;Guano;LLay llay;tomate;Tomate 18 ;;57;5.500;313.500;59.565;;;373.065;centauro;Valcam;;faltaria facturacion;;
08-09-17;75428;Guia ;pucalan;guano;Guano;LLay llay;tomate;Tomate 18 ;;57;5.500;313.500;59.565;;;373.065;centauro;Valcam;;faltaria facturacion;;
08-09-17;75426;Guia ;Pucalan;Guano;Guano;LLay llay;tomate;Tomate 18 ;;51;5.500;280.500;53.295;;;333.795;centauro;Valcam;;faltaria facturacion;;
08-09-17;6;Fact;Jaime Arancibia Ortega;Apio;Comercializadora;Nogales;Apio 17;Apio 17;;618.500;50;30.925.000;5.875.750;;;36.800.750;Valcam;Valcam;Pago;2;08-09-17;5.875.750
08-09-17;9;Fact;Jaime Arancibia Godoy;Apio;Comercializadora;Nogales;Apio 17;Apio 17;;1;28.883.500;28.883.500;5.487.865;;;34.371.365;Valcam;Valcam;Parcial;2;08-09-17;5.487.865
08-09-17;2979707;Guia ;Copeval;mz maiz 50 kg;Bodega;San Jorge;Bodega;Bodega;;5;266.000;1.330.000;252.700;;;1.582.700;Gonzalez;Valcam;;;05-02-18;
08-09-17;26;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;22.714;4.316;;4.345;31.375;brice_o;Brice_o;;;;
08-09-17;27;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;22.171;4.212;4.242;4.242;30.625;brice_o;Brice_o;;;;
09-09-17;75431;Guia ;Pucalan;guano;Guano;LLay llay;tomate;Tomate 18 ;;21;5.500;115.500;21.945;;;137.445;centauro;Valcam;;faltaria facturacion;;
09-09-17;315;Fact;Gilberto Cabrera Pimentel;Cambio de Aceite;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;47.395;47.395;9.005;;;56.400;brice_o;Brice_o;pagada;;09-09-17;56.400
